Epoch 1, Training Loss: 0.24943743646144867, Validation Loss: 0.2342834621667862
Epoch 2, Training Loss: 0.24866613745689392, Validation Loss: 0.23350559175014496
Epoch 3, Training Loss: 0.24788996577262878, Validation Loss: 0.2327197790145874
Epoch 4, Training Loss: 0.24710190296173096, Validation Loss: 0.23192740976810455
Epoch 5, Training Loss: 0.24630804359912872, Validation Loss: 0.23113232851028442
Epoch 6, Training Loss: 0.24551363289356232, Validation Loss: 0.23034481704235077
Epoch 7, Training Loss: 0.24472296237945557, Validation Loss: 0.22955873608589172
Epoch 8, Training Loss: 0.24393586814403534, Validation Loss: 0.22876912355422974
Epoch 9, Training Loss: 0.24314694106578827, Validation Loss: 0.2279689908027649
Epoch 10, Training Loss: 0.24234981834888458, Validation Loss: 0.2271622270345688
Epoch 11, Training Loss: 0.24154308438301086, Validation Loss: 0.22634388506412506
Epoch 12, Training Loss: 0.24072057008743286, Validation Loss: 0.2255132645368576
Epoch 13, Training Loss: 0.2398822158575058, Validation Loss: 0.22466793656349182
Epoch 14, Training Loss: 0.23902855813503265, Validation Loss: 0.22380517423152924
Epoch 15, Training Loss: 0.23816059529781342, Validation Loss: 0.22292493283748627
Epoch 16, Training Loss: 0.23727469146251678, Validation Loss: 0.22202661633491516
Epoch 17, Training Loss: 0.23636609315872192, Validation Loss: 0.22110512852668762
Epoch 18, Training Loss: 0.2354339063167572, Validation Loss: 0.2201724499464035
Epoch 19, Training Loss: 0.2344849407672882, Validation Loss: 0.21922126412391663
Epoch 20, Training Loss: 0.23351721465587616, Validation Loss: 0.2182369977235794
Epoch 21, Training Loss: 0.23251613974571228, Validation Loss: 0.21722406148910522
Epoch 22, Training Loss: 0.2314864695072174, Validation Loss: 0.21619205176830292
Epoch 23, Training Loss: 0.2304319441318512, Validation Loss: 0.21513694524765015
Epoch 24, Training Loss: 0.22935612499713898, Validation Loss: 0.21405884623527527
Epoch 25, Training Loss: 0.2282627671957016, Validation Loss: 0.21296244859695435
Epoch 26, Training Loss: 0.2271381914615631, Validation Loss: 0.21182943880558014
Epoch 27, Training Loss: 0.22597648203372955, Validation Loss: 0.2106388956308365
Epoch 28, Training Loss: 0.22477607429027557, Validation Loss: 0.20941269397735596
Epoch 29, Training Loss: 0.22354009747505188, Validation Loss: 0.208157017827034
Epoch 30, Training Loss: 0.222262904047966, Validation Loss: 0.2068425416946411
