Epoch 1, Training Loss: 0.25518590211868286, Validation Loss: 0.23166316747665405
Epoch 2, Training Loss: 0.25430619716644287, Validation Loss: 0.23086893558502197
Epoch 3, Training Loss: 0.25343456864356995, Validation Loss: 0.23008303344249725
Epoch 4, Training Loss: 0.2525721788406372, Validation Loss: 0.22930346429347992
Epoch 5, Training Loss: 0.25171416997909546, Validation Loss: 0.22852745652198792
Epoch 6, Training Loss: 0.2508580982685089, Validation Loss: 0.22775526344776154
Epoch 7, Training Loss: 0.2500092089176178, Validation Loss: 0.22698038816452026
Epoch 8, Training Loss: 0.2491622120141983, Validation Loss: 0.2262004017829895
Epoch 9, Training Loss: 0.2483133226633072, Validation Loss: 0.22540996968746185
Epoch 10, Training Loss: 0.24745763838291168, Validation Loss: 0.22461822628974915
Epoch 11, Training Loss: 0.24659471213817596, Validation Loss: 0.22384606301784515
Epoch 12, Training Loss: 0.24574148654937744, Validation Loss: 0.2230861485004425
Epoch 13, Training Loss: 0.24489274621009827, Validation Loss: 0.22231648862361908
Epoch 14, Training Loss: 0.2440418154001236, Validation Loss: 0.22152556478977203
Epoch 15, Training Loss: 0.24318207800388336, Validation Loss: 0.22071118652820587
Epoch 16, Training Loss: 0.24230171740055084, Validation Loss: 0.2198798954486847
Epoch 17, Training Loss: 0.24140584468841553, Validation Loss: 0.2190340906381607
Epoch 18, Training Loss: 0.2405020147562027, Validation Loss: 0.21818305552005768
Epoch 19, Training Loss: 0.23957961797714233, Validation Loss: 0.21731562912464142
Epoch 20, Training Loss: 0.23864111304283142, Validation Loss: 0.21645763516426086
Epoch 21, Training Loss: 0.23771895468235016, Validation Loss: 0.21557237207889557
Epoch 22, Training Loss: 0.23677024245262146, Validation Loss: 0.21466058492660522
Epoch 23, Training Loss: 0.2357936054468155, Validation Loss: 0.21370752155780792
Epoch 24, Training Loss: 0.23478545248508453, Validation Loss: 0.21271120011806488
Epoch 25, Training Loss: 0.23373593389987946, Validation Loss: 0.21168123185634613
Epoch 26, Training Loss: 0.2326449304819107, Validation Loss: 0.21064825356006622
Epoch 27, Training Loss: 0.23152805864810944, Validation Loss: 0.209567129611969
Epoch 28, Training Loss: 0.23037289083003998, Validation Loss: 0.2084052860736847
Epoch 29, Training Loss: 0.22915221750736237, Validation Loss: 0.20714518427848816
Epoch 30, Training Loss: 0.22785235941410065, Validation Loss: 0.20577724277973175
Epoch 31, Training Loss: 0.22645580768585205, Validation Loss: 0.2042979747056961
Epoch 32, Training Loss: 0.22494520246982574, Validation Loss: 0.20271243155002594
Epoch 33, Training Loss: 0.22332441806793213, Validation Loss: 0.201042041182518
Epoch 34, Training Loss: 0.22162431478500366, Validation Loss: 0.19925999641418457
Epoch 35, Training Loss: 0.21981969475746155, Validation Loss: 0.1973443329334259
Epoch 36, Training Loss: 0.21787717938423157, Validation Loss: 0.19530373811721802
Epoch 37, Training Loss: 0.21580985188484192, Validation Loss: 0.19313380122184753
Epoch 38, Training Loss: 0.21363593637943268, Validation Loss: 0.19081361591815948
Epoch 39, Training Loss: 0.21132391691207886, Validation Loss: 0.1883397400379181
Epoch 40, Training Loss: 0.20886623859405518, Validation Loss: 0.18569231033325195
Epoch 41, Training Loss: 0.20624499022960663, Validation Loss: 0.1828589141368866
Epoch 42, Training Loss: 0.20343473553657532, Validation Loss: 0.17983503639698029
Epoch 43, Training Loss: 0.20042750239372253, Validation Loss: 0.17662540078163147
Epoch 44, Training Loss: 0.1972220242023468, Validation Loss: 0.17321136593818665
Epoch 45, Training Loss: 0.19379515945911407, Validation Loss: 0.16959011554718018
Epoch 46, Training Loss: 0.19015119969844818, Validation Loss: 0.16578400135040283
Epoch 47, Training Loss: 0.18629999458789825, Validation Loss: 0.1618216633796692
Epoch 48, Training Loss: 0.1822517365217209, Validation Loss: 0.1577206254005432
Epoch 49, Training Loss: 0.1780257672071457, Validation Loss: 0.15352389216423035
Epoch 50, Training Loss: 0.1736615151166916, Validation Loss: 0.1492832899093628
Epoch 51, Training Loss: 0.1691986620426178, Validation Loss: 0.14506378769874573
Epoch 52, Training Loss: 0.16466887295246124, Validation Loss: 0.14093779027462006
Epoch 53, Training Loss: 0.16014091670513153, Validation Loss: 0.13698549568653107
Epoch 54, Training Loss: 0.15568549931049347, Validation Loss: 0.13331350684165955
Epoch 55, Training Loss: 0.15136928856372833, Validation Loss: 0.13001206517219543
Epoch 56, Training Loss: 0.14727428555488586, Validation Loss: 0.12719307839870453
Epoch 57, Training Loss: 0.143517404794693, Validation Loss: 0.12495448440313339
Epoch 58, Training Loss: 0.14019685983657837, Validation Loss: 0.1233704686164856
Epoch 59, Training Loss: 0.13741366565227509, Validation Loss: 0.12244924902915955
Epoch 60, Training Loss: 0.1352206915616989, Validation Loss: 0.12210836261510849
Epoch 61, Training Loss: 0.1336071789264679, Validation Loss: 0.12219420075416565
Epoch 62, Training Loss: 0.1325034648180008, Validation Loss: 0.12242002040147781
Epoch 63, Training Loss: 0.13175013661384583, Validation Loss: 0.12247855961322784
Epoch 64, Training Loss: 0.13114506006240845, Validation Loss: 0.12209382653236389
Epoch 65, Training Loss: 0.13048185408115387, Validation Loss: 0.12107717245817184
Epoch 66, Training Loss: 0.12960542738437653, Validation Loss: 0.1194433644413948
Epoch 67, Training Loss: 0.1284906417131424, Validation Loss: 0.11733061075210571
Epoch 68, Training Loss: 0.12717866897583008, Validation Loss: 0.11501231789588928
Epoch 69, Training Loss: 0.12579399347305298, Validation Loss: 0.11265894770622253
Epoch 70, Training Loss: 0.12444447726011276, Validation Loss: 0.11038138717412949
Epoch 71, Training Loss: 0.12317714840173721, Validation Loss: 0.10833336412906647
Epoch 72, Training Loss: 0.12209707498550415, Validation Loss: 0.10660164803266525
Epoch 73, Training Loss: 0.121223583817482, Validation Loss: 0.10522032529115677
Epoch 74, Training Loss: 0.12055955082178116, Validation Loss: 0.1042037382721901
Epoch 75, Training Loss: 0.12008608877658844, Validation Loss: 0.10352228581905365
Epoch 76, Training Loss: 0.11976791173219681, Validation Loss: 0.1031082421541214
Epoch 77, Training Loss: 0.11953640729188919, Validation Loss: 0.10291611403226852
Epoch 78, Training Loss: 0.1193484216928482, Validation Loss: 0.10289815813302994
