Epoch 1, Training Loss: 0.4972359836101532, Validation Loss: 0.4957582354545593
Epoch 2, Training Loss: 0.4957582354545593, Validation Loss: 0.4942907392978668
Epoch 3, Training Loss: 0.4942907392978668, Validation Loss: 0.49287712574005127
Epoch 4, Training Loss: 0.49287712574005127, Validation Loss: 0.49146395921707153
Epoch 5, Training Loss: 0.49146395921707153, Validation Loss: 0.4900497496128082
Epoch 6, Training Loss: 0.4900497496128082, Validation Loss: 0.4886316657066345
Epoch 7, Training Loss: 0.48863163590431213, Validation Loss: 0.4872073233127594
Epoch 8, Training Loss: 0.4872073233127594, Validation Loss: 0.48576754331588745
Epoch 9, Training Loss: 0.48576754331588745, Validation Loss: 0.48432257771492004
Epoch 10, Training Loss: 0.48432257771492004, Validation Loss: 0.4828633666038513
Epoch 11, Training Loss: 0.48286333680152893, Validation Loss: 0.48139312863349915
Epoch 12, Training Loss: 0.48139315843582153, Validation Loss: 0.47993433475494385
Epoch 13, Training Loss: 0.47993433475494385, Validation Loss: 0.4784463047981262
Epoch 14, Training Loss: 0.4784463047981262, Validation Loss: 0.47691744565963745
Epoch 15, Training Loss: 0.47691744565963745, Validation Loss: 0.4753393232822418
Epoch 16, Training Loss: 0.4753393232822418, Validation Loss: 0.47373300790786743
Epoch 17, Training Loss: 0.47373297810554504, Validation Loss: 0.4720946252346039
Epoch 18, Training Loss: 0.4720946252346039, Validation Loss: 0.47040942311286926
Epoch 19, Training Loss: 0.47040942311286926, Validation Loss: 0.46870410442352295
Epoch 20, Training Loss: 0.4687040150165558, Validation Loss: 0.4669477641582489
Epoch 21, Training Loss: 0.4669477343559265, Validation Loss: 0.4651099443435669
Epoch 22, Training Loss: 0.4651099145412445, Validation Loss: 0.46320924162864685
Epoch 23, Training Loss: 0.46320927143096924, Validation Loss: 0.46126407384872437
Epoch 24, Training Loss: 0.46126410365104675, Validation Loss: 0.45926186442375183
Epoch 25, Training Loss: 0.4592619240283966, Validation Loss: 0.4571993947029114
Epoch 26, Training Loss: 0.4571993947029114, Validation Loss: 0.455059677362442
Epoch 27, Training Loss: 0.455059677362442, Validation Loss: 0.45284411311149597
Epoch 28, Training Loss: 0.45284411311149597, Validation Loss: 0.4504961371421814
Epoch 29, Training Loss: 0.450496107339859, Validation Loss: 0.4480115473270416
Epoch 30, Training Loss: 0.4480115473270416, Validation Loss: 0.4453429579734802
Epoch 31, Training Loss: 0.4453429579734802, Validation Loss: 0.4424501657485962
Epoch 32, Training Loss: 0.4424501657485962, Validation Loss: 0.4394463300704956
Epoch 33, Training Loss: 0.4394463300704956, Validation Loss: 0.4362882971763611
Epoch 34, Training Loss: 0.43628832697868347, Validation Loss: 0.43289706110954285
Epoch 35, Training Loss: 0.43289706110954285, Validation Loss: 0.4292598366737366
Epoch 36, Training Loss: 0.4292598366737366, Validation Loss: 0.4253906309604645
