Epoch 1, Training Loss: 0.258929967880249, Validation Loss: 0.24257107079029083
Epoch 2, Training Loss: 0.25809305906295776, Validation Loss: 0.24178898334503174
Epoch 3, Training Loss: 0.2572650909423828, Validation Loss: 0.24100561439990997
Epoch 4, Training Loss: 0.2564394474029541, Validation Loss: 0.24022430181503296
Epoch 5, Training Loss: 0.255618155002594, Validation Loss: 0.2394491285085678
Epoch 6, Training Loss: 0.2548063397407532, Validation Loss: 0.2386770099401474
Epoch 7, Training Loss: 0.25400587916374207, Validation Loss: 0.23790322244167328
Epoch 8, Training Loss: 0.2532089054584503, Validation Loss: 0.23712393641471863
Epoch 9, Training Loss: 0.2524084746837616, Validation Loss: 0.23633597791194916
Epoch 10, Training Loss: 0.2516023516654968, Validation Loss: 0.23553897440433502
Epoch 11, Training Loss: 0.25078684091567993, Validation Loss: 0.23473156988620758
Epoch 12, Training Loss: 0.249959796667099, Validation Loss: 0.2339114546775818
Epoch 13, Training Loss: 0.24912115931510925, Validation Loss: 0.23308183252811432
Epoch 14, Training Loss: 0.24827271699905396, Validation Loss: 0.2322467416524887
Epoch 15, Training Loss: 0.24741388857364655, Validation Loss: 0.2313990443944931
Epoch 16, Training Loss: 0.24654041230678558, Validation Loss: 0.23053650557994843
Epoch 17, Training Loss: 0.2456529289484024, Validation Loss: 0.22965458035469055
Epoch 18, Training Loss: 0.24474576115608215, Validation Loss: 0.22875145077705383
Epoch 19, Training Loss: 0.2438160479068756, Validation Loss: 0.2278231680393219
Epoch 20, Training Loss: 0.24285893142223358, Validation Loss: 0.22687192261219025
Epoch 21, Training Loss: 0.24188853800296783, Validation Loss: 0.2259080559015274
Epoch 22, Training Loss: 0.24090319871902466, Validation Loss: 0.22490543127059937
Epoch 23, Training Loss: 0.23987163603305817, Validation Loss: 0.2238805741071701
Epoch 24, Training Loss: 0.2388075441122055, Validation Loss: 0.22283393144607544
Epoch 25, Training Loss: 0.23771782219409943, Validation Loss: 0.2217317372560501
Epoch 26, Training Loss: 0.2365805208683014, Validation Loss: 0.22060464322566986
Epoch 27, Training Loss: 0.23540666699409485, Validation Loss: 0.2194409817457199
Epoch 28, Training Loss: 0.2341940551996231, Validation Loss: 0.21822886168956757
Epoch 29, Training Loss: 0.23292872309684753, Validation Loss: 0.21695779263973236
Epoch 30, Training Loss: 0.23159947991371155, Validation Loss: 0.21563293039798737
Epoch 31, Training Loss: 0.2302004098892212, Validation Loss: 0.214241623878479
Epoch 32, Training Loss: 0.22873249650001526, Validation Loss: 0.21278004348278046
Epoch 33, Training Loss: 0.227183535695076, Validation Loss: 0.21123237907886505
Epoch 34, Training Loss: 0.225546732544899, Validation Loss: 0.2095891535282135
Epoch 35, Training Loss: 0.22380591928958893, Validation Loss: 0.2078458070755005
Epoch 36, Training Loss: 0.2219591587781906, Validation Loss: 0.20598314702510834
Epoch 37, Training Loss: 0.2199912667274475, Validation Loss: 0.20400960743427277
Epoch 38, Training Loss: 0.21791788935661316, Validation Loss: 0.20193596184253693
Epoch 39, Training Loss: 0.215725839138031, Validation Loss: 0.19974040985107422
Epoch 40, Training Loss: 0.21339379251003265, Validation Loss: 0.1974298059940338
Epoch 41, Training Loss: 0.2109500765800476, Validation Loss: 0.1949835866689682
Epoch 42, Training Loss: 0.2083556205034256, Validation Loss: 0.19238002598285675
Epoch 43, Training Loss: 0.20562289655208588, Validation Loss: 0.18957407772541046
Epoch 44, Training Loss: 0.20270957052707672, Validation Loss: 0.1865691840648651
Epoch 45, Training Loss: 0.19960829615592957, Validation Loss: 0.18338948488235474
Epoch 46, Training Loss: 0.19632071256637573, Validation Loss: 0.1800180971622467
Epoch 47, Training Loss: 0.1928337663412094, Validation Loss: 0.17645692825317383
Epoch 48, Training Loss: 0.1891314834356308, Validation Loss: 0.1726662963628769
Epoch 49, Training Loss: 0.18519636988639832, Validation Loss: 0.1686486154794693
Epoch 50, Training Loss: 0.1810413897037506, Validation Loss: 0.16443626582622528
Epoch 51, Training Loss: 0.17668482661247253, Validation Loss: 0.16005736589431763
Epoch 52, Training Loss: 0.1721622794866562, Validation Loss: 0.15552377700805664
Epoch 53, Training Loss: 0.16749624907970428, Validation Loss: 0.15089373290538788
Epoch 54, Training Loss: 0.16275504231452942, Validation Loss: 0.14623501896858215
Epoch 55, Training Loss: 0.1580103486776352, Validation Loss: 0.14164093136787415
Epoch 56, Training Loss: 0.15334950387477875, Validation Loss: 0.13720664381980896
Epoch 57, Training Loss: 0.1488775908946991, Validation Loss: 0.13302162289619446
Epoch 58, Training Loss: 0.14469285309314728, Validation Loss: 0.12919549643993378
Epoch 59, Training Loss: 0.14093370735645294, Validation Loss: 0.12584564089775085
Epoch 60, Training Loss: 0.13772542774677277, Validation Loss: 0.12311549484729767
Epoch 61, Training Loss: 0.13519620895385742, Validation Loss: 0.12109459191560745
Epoch 62, Training Loss: 0.13339804112911224, Validation Loss: 0.11971725523471832
Epoch 63, Training Loss: 0.1322716921567917, Validation Loss: 0.1189495399594307
Epoch 64, Training Loss: 0.13172772526741028, Validation Loss: 0.11858317255973816
Epoch 65, Training Loss: 0.13153132796287537, Validation Loss: 0.11833412200212479
Epoch 66, Training Loss: 0.1313895434141159, Validation Loss: 0.11796850711107254
Epoch 67, Training Loss: 0.13103513419628143, Validation Loss: 0.11733414977788925
Epoch 68, Training Loss: 0.13030767440795898, Validation Loss: 0.11641926318407059
Epoch 69, Training Loss: 0.12920477986335754, Validation Loss: 0.11532925069332123
Epoch 70, Training Loss: 0.12782010436058044, Validation Loss: 0.1141580268740654
Epoch 71, Training Loss: 0.1262861043214798, Validation Loss: 0.11302990466356277
Epoch 72, Training Loss: 0.12474758923053741, Validation Loss: 0.11204633861780167
Epoch 73, Training Loss: 0.12332707643508911, Validation Loss: 0.11127647757530212
Epoch 74, Training Loss: 0.12210620939731598, Validation Loss: 0.11075105518102646
Epoch 75, Training Loss: 0.12112878262996674, Validation Loss: 0.11043861508369446
Epoch 76, Training Loss: 0.12038686871528625, Validation Loss: 0.11030609160661697
Epoch 77, Training Loss: 0.11982694268226624, Validation Loss: 0.11031889170408249
Epoch 78, Training Loss: 0.11941444128751755, Validation Loss: 0.11039906740188599
Epoch 79, Training Loss: 0.11909721791744232, Validation Loss: 0.1104946881532669
Epoch 80, Training Loss: 0.11878981441259384, Validation Loss: 0.11058654636144638
Epoch 81, Training Loss: 0.11847377568483353, Validation Loss: 0.11065633594989777
Epoch 82, Training Loss: 0.11814557015895844, Validation Loss: 0.1106867715716362
Epoch 83, Training Loss: 0.11777951568365097, Validation Loss: 0.11069343239068985
Epoch 84, Training Loss: 0.11738470196723938, Validation Loss: 0.11069826036691666
Epoch 85, Training Loss: 0.11697790026664734, Validation Loss: 0.11071823537349701
Epoch 86, Training Loss: 0.11656862497329712, Validation Loss: 0.11077026277780533
Epoch 87, Training Loss: 0.11617574840784073, Validation Loss: 0.1108645349740982
Epoch 88, Training Loss: 0.11581657826900482, Validation Loss: 0.111002616584301
Epoch 89, Training Loss: 0.11549895256757736, Validation Loss: 0.1111869215965271
Epoch 90, Training Loss: 0.1152273640036583, Validation Loss: 0.11140964925289154
Epoch 91, Training Loss: 0.11500300467014313, Validation Loss: 0.11165502667427063
Epoch 92, Training Loss: 0.11481683701276779, Validation Loss: 0.11189775913953781
Epoch 93, Training Loss: 0.1146523505449295, Validation Loss: 0.11212368309497833
Epoch 94, Training Loss: 0.11449220031499863, Validation Loss: 0.11231151968240738
Epoch 95, Training Loss: 0.11432293802499771, Validation Loss: 0.11244706064462662
Epoch 96, Training Loss: 0.11413414031267166, Validation Loss: 0.11252795904874802
Epoch 97, Training Loss: 0.113926000893116, Validation Loss: 0.1125543862581253
Epoch 98, Training Loss: 0.1137005016207695, Validation Loss: 0.11253198981285095
Epoch 99, Training Loss: 0.11346195638179779, Validation Loss: 0.11246870458126068
Epoch 100, Training Loss: 0.11321722716093063, Validation Loss: 0.11237549036741257
Epoch 101, Training Loss: 0.11297257244586945, Validation Loss: 0.11225996166467667
Epoch 102, Training Loss: 0.11273252218961716, Validation Loss: 0.11212928593158722
Epoch 103, Training Loss: 0.1124994233250618, Validation Loss: 0.11198823899030685
Epoch 104, Training Loss: 0.11227713525295258, Validation Loss: 0.1118391901254654
Epoch 105, Training Loss: 0.11205698549747467, Validation Loss: 0.11168010532855988
Epoch 106, Training Loss: 0.11183204501867294, Validation Loss: 0.11150503903627396
Epoch 107, Training Loss: 0.11159786581993103, Validation Loss: 0.11130698025226593
