Epoch 1, Training Loss: 0.48163214325904846, Validation Loss: 0.48011428117752075
Epoch 2, Training Loss: 0.48011428117752075, Validation Loss: 0.47861042618751526
Epoch 3, Training Loss: 0.47861042618751526, Validation Loss: 0.4771006107330322
Epoch 4, Training Loss: 0.4771006107330322, Validation Loss: 0.47561538219451904
Epoch 5, Training Loss: 0.47561538219451904, Validation Loss: 0.4741659462451935
Epoch 6, Training Loss: 0.4741659462451935, Validation Loss: 0.4727326035499573
Epoch 7, Training Loss: 0.4727325737476349, Validation Loss: 0.47129321098327637
Epoch 8, Training Loss: 0.471293181180954, Validation Loss: 0.4698460102081299
Epoch 9, Training Loss: 0.4698460102081299, Validation Loss: 0.4684006869792938
Epoch 10, Training Loss: 0.4684006869792938, Validation Loss: 0.46695476770401
Epoch 11, Training Loss: 0.4669547379016876, Validation Loss: 0.46547606587409973
Epoch 12, Training Loss: 0.46547600626945496, Validation Loss: 0.46400731801986694
Epoch 13, Training Loss: 0.46400728821754456, Validation Loss: 0.46254241466522217
Epoch 14, Training Loss: 0.46254241466522217, Validation Loss: 0.4610333740711212
Epoch 15, Training Loss: 0.46103331446647644, Validation Loss: 0.4594636559486389
Epoch 16, Training Loss: 0.4594636857509613, Validation Loss: 0.4578993320465088
Epoch 17, Training Loss: 0.4578993320465088, Validation Loss: 0.4563477039337158
Epoch 18, Training Loss: 0.4563477039337158, Validation Loss: 0.45474329590797424
Epoch 19, Training Loss: 0.45474329590797424, Validation Loss: 0.45307469367980957
Epoch 20, Training Loss: 0.45307469367980957, Validation Loss: 0.4513534605503082
Epoch 21, Training Loss: 0.4513534605503082, Validation Loss: 0.4496346116065979
Epoch 22, Training Loss: 0.4496346116065979, Validation Loss: 0.44784343242645264
Epoch 23, Training Loss: 0.4478433430194855, Validation Loss: 0.4459351897239685
Epoch 24, Training Loss: 0.4459351897239685, Validation Loss: 0.44391900300979614
Epoch 25, Training Loss: 0.44391897320747375, Validation Loss: 0.44183850288391113
Epoch 26, Training Loss: 0.44183850288391113, Validation Loss: 0.43964871764183044
Epoch 27, Training Loss: 0.43964871764183044, Validation Loss: 0.43729519844055176
Epoch 28, Training Loss: 0.43729519844055176, Validation Loss: 0.43479517102241516
Epoch 29, Training Loss: 0.43479517102241516, Validation Loss: 0.43213406205177307
Epoch 30, Training Loss: 0.43213406205177307, Validation Loss: 0.4293302595615387
Epoch 31, Training Loss: 0.4293302595615387, Validation Loss: 0.4263702630996704
Epoch 32, Training Loss: 0.4263702630996704, Validation Loss: 0.4232056736946106
