Epoch 1, Training Loss: 0.5316208004951477, Validation Loss: 0.5296847224235535
Epoch 2, Training Loss: 0.5296847224235535, Validation Loss: 0.5278366804122925
Epoch 3, Training Loss: 0.5278366804122925, Validation Loss: 0.5260059237480164
Epoch 4, Training Loss: 0.5260059237480164, Validation Loss: 0.5242254137992859
Epoch 5, Training Loss: 0.5242254137992859, Validation Loss: 0.5224717855453491
Epoch 6, Training Loss: 0.5224717855453491, Validation Loss: 0.5207176208496094
Epoch 7, Training Loss: 0.5207176208496094, Validation Loss: 0.5189775228500366
Epoch 8, Training Loss: 0.5189775824546814, Validation Loss: 0.5173309445381165
Epoch 9, Training Loss: 0.5173309445381165, Validation Loss: 0.5156594514846802
Epoch 10, Training Loss: 0.5156594514846802, Validation Loss: 0.5139678716659546
Epoch 11, Training Loss: 0.5139678716659546, Validation Loss: 0.5122478008270264
Epoch 12, Training Loss: 0.5122478604316711, Validation Loss: 0.5105111002922058
Epoch 13, Training Loss: 0.5105111002922058, Validation Loss: 0.5088033676147461
Epoch 14, Training Loss: 0.5088033676147461, Validation Loss: 0.5070866346359253
Epoch 15, Training Loss: 0.5070866346359253, Validation Loss: 0.5053436160087585
Epoch 16, Training Loss: 0.5053436160087585, Validation Loss: 0.5035759806632996
Epoch 17, Training Loss: 0.5035759806632996, Validation Loss: 0.5017728805541992
Epoch 18, Training Loss: 0.5017728805541992, Validation Loss: 0.49991315603256226
Epoch 19, Training Loss: 0.49991315603256226, Validation Loss: 0.49798351526260376
Epoch 20, Training Loss: 0.49798351526260376, Validation Loss: 0.4960267245769501
Epoch 21, Training Loss: 0.4960267245769501, Validation Loss: 0.49405547976493835
Epoch 22, Training Loss: 0.4940553903579712, Validation Loss: 0.4920271933078766
Epoch 23, Training Loss: 0.4920271933078766, Validation Loss: 0.48998013138771057
Epoch 24, Training Loss: 0.48998013138771057, Validation Loss: 0.4879065752029419
Epoch 25, Training Loss: 0.48790663480758667, Validation Loss: 0.48574021458625793
Epoch 26, Training Loss: 0.4857402443885803, Validation Loss: 0.48347681760787964
Epoch 27, Training Loss: 0.48347681760787964, Validation Loss: 0.48109570145606995
Epoch 28, Training Loss: 0.48109573125839233, Validation Loss: 0.47861963510513306
Epoch 29, Training Loss: 0.47861960530281067, Validation Loss: 0.476072758436203
Epoch 30, Training Loss: 0.4760727286338806, Validation Loss: 0.47339558601379395
Epoch 31, Training Loss: 0.47339558601379395, Validation Loss: 0.47055310010910034
Epoch 32, Training Loss: 0.47055312991142273, Validation Loss: 0.46754005551338196
Epoch 33, Training Loss: 0.46754002571105957, Validation Loss: 0.4643051028251648
Epoch 34, Training Loss: 0.4643051028251648, Validation Loss: 0.46095365285873413
Epoch 35, Training Loss: 0.4609536826610565, Validation Loss: 0.45736613869667053
Epoch 36, Training Loss: 0.45736610889434814, Validation Loss: 0.4535326659679413
Epoch 37, Training Loss: 0.4535326659679413, Validation Loss: 0.449458509683609
Epoch 38, Training Loss: 0.4494585394859314, Validation Loss: 0.44510847330093384
Epoch 39, Training Loss: 0.4451085031032562, Validation Loss: 0.440456360578537
Epoch 40, Training Loss: 0.44045642018318176, Validation Loss: 0.43550214171409607
Epoch 41, Training Loss: 0.43550214171409607, Validation Loss: 0.43021613359451294
Epoch 42, Training Loss: 0.4302161931991577, Validation Loss: 0.4246748089790344
