Epoch 1, Training Loss: 0.45107290148735046, Validation Loss: 0.44974419474601746
Epoch 2, Training Loss: 0.44974425435066223, Validation Loss: 0.4484301507472992
Epoch 3, Training Loss: 0.4484301507472992, Validation Loss: 0.4471386671066284
Epoch 4, Training Loss: 0.4471386671066284, Validation Loss: 0.4458495080471039
Epoch 5, Training Loss: 0.4458495080471039, Validation Loss: 0.4445662200450897
Epoch 6, Training Loss: 0.4445662200450897, Validation Loss: 0.4433152973651886
Epoch 7, Training Loss: 0.4433152973651886, Validation Loss: 0.4420875310897827
Epoch 8, Training Loss: 0.4420875310897827, Validation Loss: 0.44085270166397095
Epoch 9, Training Loss: 0.44085270166397095, Validation Loss: 0.4396057426929474
Epoch 10, Training Loss: 0.4396057426929474, Validation Loss: 0.4383556544780731
Epoch 11, Training Loss: 0.4383556842803955, Validation Loss: 0.43713584542274475
Epoch 12, Training Loss: 0.4371359050273895, Validation Loss: 0.4359305500984192
Epoch 13, Training Loss: 0.4359305500984192, Validation Loss: 0.43470141291618347
Epoch 14, Training Loss: 0.4347013533115387, Validation Loss: 0.433467835187912
Epoch 15, Training Loss: 0.43346789479255676, Validation Loss: 0.4322183132171631
Epoch 16, Training Loss: 0.4322182834148407, Validation Loss: 0.43092942237854004
Epoch 17, Training Loss: 0.43092942237854004, Validation Loss: 0.42960578203201294
Epoch 18, Training Loss: 0.42960578203201294, Validation Loss: 0.4282512962818146
Epoch 19, Training Loss: 0.4282512962818146, Validation Loss: 0.42684102058410645
Epoch 20, Training Loss: 0.42684102058410645, Validation Loss: 0.4253796935081482
Epoch 21, Training Loss: 0.4253796935081482, Validation Loss: 0.42387527227401733
Epoch 22, Training Loss: 0.42387527227401733, Validation Loss: 0.42236465215682983
Epoch 23, Training Loss: 0.42236465215682983, Validation Loss: 0.4208391010761261
Epoch 24, Training Loss: 0.4208391010761261, Validation Loss: 0.41925328969955444
Epoch 25, Training Loss: 0.41925325989723206, Validation Loss: 0.41760313510894775
Epoch 26, Training Loss: 0.41760313510894775, Validation Loss: 0.41588205099105835
Epoch 27, Training Loss: 0.41588205099105835, Validation Loss: 0.4140671491622925
Epoch 28, Training Loss: 0.4140671491622925, Validation Loss: 0.41221028566360474
Epoch 29, Training Loss: 0.41221028566360474, Validation Loss: 0.4102751910686493
Epoch 30, Training Loss: 0.4102751910686493, Validation Loss: 0.4082229435443878
Epoch 31, Training Loss: 0.4082229435443878, Validation Loss: 0.4060475528240204
Epoch 32, Training Loss: 0.4060474932193756, Validation Loss: 0.4037473499774933
Epoch 33, Training Loss: 0.4037473499774933, Validation Loss: 0.40129271149635315
Epoch 34, Training Loss: 0.40129271149635315, Validation Loss: 0.3986852765083313
Epoch 35, Training Loss: 0.3986852467060089, Validation Loss: 0.39590984582901
Epoch 36, Training Loss: 0.3959098756313324, Validation Loss: 0.39294520020484924
Epoch 37, Training Loss: 0.39294520020484924, Validation Loss: 0.38981711864471436
Epoch 38, Training Loss: 0.38981711864471436, Validation Loss: 0.3865257799625397
Epoch 39, Training Loss: 0.3865257799625397, Validation Loss: 0.3830017149448395
Epoch 40, Training Loss: 0.3830017149448395, Validation Loss: 0.3792283833026886
Epoch 41, Training Loss: 0.3792283535003662, Validation Loss: 0.3751694858074188
Epoch 42, Training Loss: 0.3751695156097412, Validation Loss: 0.3708031475543976
Epoch 43, Training Loss: 0.3708031177520752, Validation Loss: 0.366136372089386
Epoch 44, Training Loss: 0.3661363422870636, Validation Loss: 0.3611788749694824
Epoch 45, Training Loss: 0.36117884516716003, Validation Loss: 0.3558596670627594
Epoch 46, Training Loss: 0.3558596670627594, Validation Loss: 0.35018083453178406
Epoch 47, Training Loss: 0.35018083453178406, Validation Loss: 0.3440759479999542
Epoch 48, Training Loss: 0.3440759479999542, Validation Loss: 0.3375313878059387
Epoch 49, Training Loss: 0.3375313878059387, Validation Loss: 0.3305639326572418
Epoch 50, Training Loss: 0.3305639326572418, Validation Loss: 0.32315248250961304
Epoch 51, Training Loss: 0.32315248250961304, Validation Loss: 0.31530070304870605
Epoch 52, Training Loss: 0.31530073285102844, Validation Loss: 0.30697599053382874
Epoch 53, Training Loss: 0.30697599053382874, Validation Loss: 0.298175573348999
Epoch 54, Training Loss: 0.298175573348999, Validation Loss: 0.28891071677207947
Epoch 55, Training Loss: 0.28891071677207947, Validation Loss: 0.2791401445865631
