Epoch 1, Training Loss: 0.4422585964202881, Validation Loss: 0.44100987911224365
Epoch 2, Training Loss: 0.44100990891456604, Validation Loss: 0.43978801369667053
Epoch 3, Training Loss: 0.43978801369667053, Validation Loss: 0.43859851360321045
Epoch 4, Training Loss: 0.43859851360321045, Validation Loss: 0.43744003772735596
Epoch 5, Training Loss: 0.43744003772735596, Validation Loss: 0.4362969994544983
Epoch 6, Training Loss: 0.4362969994544983, Validation Loss: 0.43516042828559875
Epoch 7, Training Loss: 0.43516042828559875, Validation Loss: 0.43400487303733826
Epoch 8, Training Loss: 0.43400487303733826, Validation Loss: 0.43285807967185974
Epoch 9, Training Loss: 0.43285804986953735, Validation Loss: 0.43170827627182007
Epoch 10, Training Loss: 0.43170827627182007, Validation Loss: 0.43054714798927307
Epoch 11, Training Loss: 0.43054714798927307, Validation Loss: 0.4294280409812927
Epoch 12, Training Loss: 0.4294280409812927, Validation Loss: 0.42828670144081116
Epoch 13, Training Loss: 0.4282867908477783, Validation Loss: 0.4271067678928375
Epoch 14, Training Loss: 0.4271067678928375, Validation Loss: 0.42588165402412415
Epoch 15, Training Loss: 0.42588168382644653, Validation Loss: 0.4246249794960022
Epoch 16, Training Loss: 0.4246249794960022, Validation Loss: 0.4233417809009552
Epoch 17, Training Loss: 0.4233417809009552, Validation Loss: 0.42199885845184326
Epoch 18, Training Loss: 0.42199885845184326, Validation Loss: 0.42061641812324524
Epoch 19, Training Loss: 0.42061638832092285, Validation Loss: 0.4192037880420685
Epoch 20, Training Loss: 0.4192037284374237, Validation Loss: 0.4177393615245819
Epoch 21, Training Loss: 0.4177393615245819, Validation Loss: 0.4161975085735321
Epoch 22, Training Loss: 0.4161975085735321, Validation Loss: 0.41459181904792786
Epoch 23, Training Loss: 0.41459181904792786, Validation Loss: 0.41291385889053345
Epoch 24, Training Loss: 0.41291385889053345, Validation Loss: 0.4111732542514801
Epoch 25, Training Loss: 0.4111732542514801, Validation Loss: 0.4094211161136627
Epoch 26, Training Loss: 0.4094211161136627, Validation Loss: 0.4075968861579895
Epoch 27, Training Loss: 0.4075968861579895, Validation Loss: 0.40567678213119507
Epoch 28, Training Loss: 0.40567678213119507, Validation Loss: 0.4036560356616974
Epoch 29, Training Loss: 0.4036559760570526, Validation Loss: 0.401520311832428
Epoch 30, Training Loss: 0.401520311832428, Validation Loss: 0.39925628900527954
Epoch 31, Training Loss: 0.39925628900527954, Validation Loss: 0.3968573808670044
Epoch 32, Training Loss: 0.3968573808670044, Validation Loss: 0.3943023681640625
Epoch 33, Training Loss: 0.3943023681640625, Validation Loss: 0.3915845453739166
Epoch 34, Training Loss: 0.39158451557159424, Validation Loss: 0.3886864483356476
Epoch 35, Training Loss: 0.3886864483356476, Validation Loss: 0.3855951130390167
Epoch 36, Training Loss: 0.3855951130390167, Validation Loss: 0.38225996494293213
Epoch 37, Training Loss: 0.38225996494293213, Validation Loss: 0.37873172760009766
Epoch 38, Training Loss: 0.37873172760009766, Validation Loss: 0.37500134110450745
Epoch 39, Training Loss: 0.37500134110450745, Validation Loss: 0.37098944187164307
Epoch 40, Training Loss: 0.37098944187164307, Validation Loss: 0.3666779696941376
Epoch 41, Training Loss: 0.36667799949645996, Validation Loss: 0.3620629906654358
Epoch 42, Training Loss: 0.3620629906654358, Validation Loss: 0.35714268684387207
Epoch 43, Training Loss: 0.35714268684387207, Validation Loss: 0.35194912552833557
Epoch 44, Training Loss: 0.35194912552833557, Validation Loss: 0.3464362621307373
Epoch 45, Training Loss: 0.3464362919330597, Validation Loss: 0.3405533730983734
