Epoch 1, Training Loss: 0.4562896490097046, Validation Loss: 0.45512089133262634
Epoch 2, Training Loss: 0.45512089133262634, Validation Loss: 0.4539981484413147
Epoch 3, Training Loss: 0.4539981484413147, Validation Loss: 0.4529212415218353
Epoch 4, Training Loss: 0.4529212713241577, Validation Loss: 0.45187467336654663
Epoch 5, Training Loss: 0.45187467336654663, Validation Loss: 0.4508342742919922
Epoch 6, Training Loss: 0.45083433389663696, Validation Loss: 0.4497854709625244
Epoch 7, Training Loss: 0.4497854709625244, Validation Loss: 0.44874829053878784
Epoch 8, Training Loss: 0.44874832034111023, Validation Loss: 0.44771143794059753
Epoch 9, Training Loss: 0.44771143794059753, Validation Loss: 0.44664645195007324
Epoch 10, Training Loss: 0.44664645195007324, Validation Loss: 0.4455745816230774
Epoch 11, Training Loss: 0.4455745816230774, Validation Loss: 0.44449102878570557
Epoch 12, Training Loss: 0.44449102878570557, Validation Loss: 0.443403959274292
Epoch 13, Training Loss: 0.443403959274292, Validation Loss: 0.4423438012599945
Epoch 14, Training Loss: 0.4423438012599945, Validation Loss: 0.44128483533859253
Epoch 15, Training Loss: 0.44128483533859253, Validation Loss: 0.44021233916282654
Epoch 16, Training Loss: 0.44021233916282654, Validation Loss: 0.4391264319419861
Epoch 17, Training Loss: 0.4391264319419861, Validation Loss: 0.43802520632743835
Epoch 18, Training Loss: 0.43802520632743835, Validation Loss: 0.43689751625061035
Epoch 19, Training Loss: 0.43689751625061035, Validation Loss: 0.43574488162994385
Epoch 20, Training Loss: 0.43574488162994385, Validation Loss: 0.434556245803833
Epoch 21, Training Loss: 0.434556245803833, Validation Loss: 0.43331825733184814
Epoch 22, Training Loss: 0.43331825733184814, Validation Loss: 0.43202802538871765
Epoch 23, Training Loss: 0.43202802538871765, Validation Loss: 0.4306671619415283
Epoch 24, Training Loss: 0.4306671619415283, Validation Loss: 0.4292563199996948
Epoch 25, Training Loss: 0.4292563199996948, Validation Loss: 0.4277884364128113
Epoch 26, Training Loss: 0.4277884364128113, Validation Loss: 0.4262683391571045
Epoch 27, Training Loss: 0.4262683391571045, Validation Loss: 0.4247102737426758
Epoch 28, Training Loss: 0.4247102737426758, Validation Loss: 0.4230916202068329
Epoch 29, Training Loss: 0.4230915904045105, Validation Loss: 0.42141175270080566
Epoch 30, Training Loss: 0.42141175270080566, Validation Loss: 0.419677197933197
Epoch 31, Training Loss: 0.419677197933197, Validation Loss: 0.4178868532180786
Epoch 32, Training Loss: 0.4178868532180786, Validation Loss: 0.41602271795272827
Epoch 33, Training Loss: 0.41602271795272827, Validation Loss: 0.4140702188014984
Epoch 34, Training Loss: 0.4140702188014984, Validation Loss: 0.41199779510498047
Epoch 35, Training Loss: 0.41199779510498047, Validation Loss: 0.4097980260848999
Epoch 36, Training Loss: 0.4097980260848999, Validation Loss: 0.4074558615684509
Epoch 37, Training Loss: 0.4074558615684509, Validation Loss: 0.4049665927886963
Epoch 38, Training Loss: 0.4049665927886963, Validation Loss: 0.40232348442077637
Epoch 39, Training Loss: 0.40232348442077637, Validation Loss: 0.399554580450058
Epoch 40, Training Loss: 0.399554580450058, Validation Loss: 0.3965950012207031
Epoch 41, Training Loss: 0.3965950012207031, Validation Loss: 0.39346814155578613
Epoch 42, Training Loss: 0.39346814155578613, Validation Loss: 0.3901188373565674
Epoch 43, Training Loss: 0.3901188373565674, Validation Loss: 0.3865290582180023
Epoch 44, Training Loss: 0.3865290582180023, Validation Loss: 0.38268813490867615
Epoch 45, Training Loss: 0.38268816471099854, Validation Loss: 0.37857192754745483
Epoch 46, Training Loss: 0.37857192754745483, Validation Loss: 0.37415239214897156
Epoch 47, Training Loss: 0.37415239214897156, Validation Loss: 0.36941617727279663
Epoch 48, Training Loss: 0.36941617727279663, Validation Loss: 0.3643565773963928
Epoch 49, Training Loss: 0.3643565773963928, Validation Loss: 0.3590240180492401
Epoch 50, Training Loss: 0.3590240180492401, Validation Loss: 0.3533655107021332
Epoch 51, Training Loss: 0.3533655107021332, Validation Loss: 0.3473145663738251
Epoch 52, Training Loss: 0.3473145663738251, Validation Loss: 0.3408845365047455
Epoch 53, Training Loss: 0.3408845365047455, Validation Loss: 0.3340280055999756
Epoch 54, Training Loss: 0.3340280055999756, Validation Loss: 0.3267842233181
Epoch 55, Training Loss: 0.3267842233181, Validation Loss: 0.3191617429256439
Epoch 56, Training Loss: 0.3191617727279663, Validation Loss: 0.3111361265182495
Epoch 57, Training Loss: 0.3111361265182495, Validation Loss: 0.30273258686065674
Epoch 58, Training Loss: 0.3027326166629791, Validation Loss: 0.2939779758453369
Epoch 59, Training Loss: 0.2939779758453369, Validation Loss: 0.284948468208313
Epoch 60, Training Loss: 0.284948468208313, Validation Loss: 0.27564916014671326
Epoch 61, Training Loss: 0.27564916014671326, Validation Loss: 0.266136109828949
Epoch 62, Training Loss: 0.266136109828949, Validation Loss: 0.2565612196922302
Epoch 63, Training Loss: 0.2565612196922302, Validation Loss: 0.24705640971660614
