Epoch 1, Training Loss: 0.17965775728225708, Validation Loss: 0.17997092008590698
Epoch 2, Training Loss: 0.17643821239471436, Validation Loss: 0.17940984666347504
Epoch 3, Training Loss: 0.1765664666891098, Validation Loss: 0.1788584589958191
Epoch 4, Training Loss: 0.17663611471652985, Validation Loss: 0.17830917239189148
Epoch 5, Training Loss: 0.1759345382452011, Validation Loss: 0.17776449024677277
Epoch 6, Training Loss: 0.17590560019016266, Validation Loss: 0.17721961438655853
Epoch 7, Training Loss: 0.17484338581562042, Validation Loss: 0.1766844391822815
Epoch 8, Training Loss: 0.1737556904554367, Validation Loss: 0.1761535406112671
Epoch 9, Training Loss: 0.1754903495311737, Validation Loss: 0.17563262581825256
Epoch 10, Training Loss: 0.1733337789773941, Validation Loss: 0.17511315643787384
Epoch 11, Training Loss: 0.1721072942018509, Validation Loss: 0.17459291219711304
Epoch 12, Training Loss: 0.17163489758968353, Validation Loss: 0.17406831681728363
Epoch 13, Training Loss: 0.16991253197193146, Validation Loss: 0.1735447496175766
Epoch 14, Training Loss: 0.17093133926391602, Validation Loss: 0.17302407324314117
Epoch 15, Training Loss: 0.16982896625995636, Validation Loss: 0.17250216007232666
Epoch 16, Training Loss: 0.17025016248226166, Validation Loss: 0.17197374999523163
Epoch 17, Training Loss: 0.16790154576301575, Validation Loss: 0.17143844068050385
Epoch 18, Training Loss: 0.17011378705501556, Validation Loss: 0.1708970069885254
Epoch 19, Training Loss: 0.16727736592292786, Validation Loss: 0.17034989595413208
Epoch 20, Training Loss: 0.16547958552837372, Validation Loss: 0.16980241239070892
Epoch 21, Training Loss: 0.1670006364583969, Validation Loss: 0.1692531853914261
Epoch 22, Training Loss: 0.16550028324127197, Validation Loss: 0.16869452595710754
Epoch 23, Training Loss: 0.16455702483654022, Validation Loss: 0.16812658309936523
Epoch 24, Training Loss: 0.16485650837421417, Validation Loss: 0.16754737496376038
Epoch 25, Training Loss: 0.1634550839662552, Validation Loss: 0.16695213317871094
Epoch 26, Training Loss: 0.1621863842010498, Validation Loss: 0.16634120047092438
Epoch 27, Training Loss: 0.1617877036333084, Validation Loss: 0.16570763289928436
Epoch 28, Training Loss: 0.16140100359916687, Validation Loss: 0.16505467891693115
Epoch 29, Training Loss: 0.16119082272052765, Validation Loss: 0.1643802374601364
Epoch 30, Training Loss: 0.15923424065113068, Validation Loss: 0.16368554532527924
Epoch 31, Training Loss: 0.15937817096710205, Validation Loss: 0.16296948492527008
Epoch 32, Training Loss: 0.15738366544246674, Validation Loss: 0.16222964227199554
Epoch 33, Training Loss: 0.15564559400081635, Validation Loss: 0.16146011650562286
Epoch 34, Training Loss: 0.1567726582288742, Validation Loss: 0.1606588363647461
Epoch 35, Training Loss: 0.15480820834636688, Validation Loss: 0.1598304957151413
Epoch 36, Training Loss: 0.1555161029100418, Validation Loss: 0.15898068249225616
Epoch 37, Training Loss: 0.15247990190982819, Validation Loss: 0.15808501839637756
Epoch 38, Training Loss: 0.15127907693386078, Validation Loss: 0.1571512520313263
Epoch 39, Training Loss: 0.1524117887020111, Validation Loss: 0.15618424117565155
Epoch 40, Training Loss: 0.148243248462677, Validation Loss: 0.1551705151796341
Epoch 41, Training Loss: 0.14999254047870636, Validation Loss: 0.15411929786205292
Epoch 42, Training Loss: 0.14840789139270782, Validation Loss: 0.15301625430583954
Epoch 43, Training Loss: 0.1452576071023941, Validation Loss: 0.15185976028442383
Epoch 44, Training Loss: 0.14172911643981934, Validation Loss: 0.1506449431180954
Epoch 45, Training Loss: 0.14198923110961914, Validation Loss: 0.1493874043226242
Epoch 46, Training Loss: 0.14396372437477112, Validation Loss: 0.14808444678783417
Epoch 47, Training Loss: 0.14031486213207245, Validation Loss: 0.14671733975410461
Epoch 48, Training Loss: 0.13826104998588562, Validation Loss: 0.14529035985469818
Epoch 49, Training Loss: 0.13402540981769562, Validation Loss: 0.14379934966564178
Epoch 50, Training Loss: 0.13565219938755035, Validation Loss: 0.14224962890148163
Epoch 51, Training Loss: 0.1328681856393814, Validation Loss: 0.140640527009964
