Epoch 1, Training Loss: 0.5251807570457458, Validation Loss: 0.5237392783164978
Epoch 2, Training Loss: 0.5237392783164978, Validation Loss: 0.522314727306366
Epoch 3, Training Loss: 0.5223148465156555, Validation Loss: 0.5209096670150757
Epoch 4, Training Loss: 0.5209096670150757, Validation Loss: 0.5195247530937195
Epoch 5, Training Loss: 0.5195247530937195, Validation Loss: 0.5181418657302856
Epoch 6, Training Loss: 0.5181418657302856, Validation Loss: 0.5167771577835083
Epoch 7, Training Loss: 0.5167771577835083, Validation Loss: 0.5154059529304504
Epoch 8, Training Loss: 0.5154059529304504, Validation Loss: 0.5140354633331299
Epoch 9, Training Loss: 0.5140354633331299, Validation Loss: 0.5126470327377319
Epoch 10, Training Loss: 0.5126470923423767, Validation Loss: 0.5112595558166504
Epoch 11, Training Loss: 0.5112595558166504, Validation Loss: 0.5098506212234497
Epoch 12, Training Loss: 0.5098506212234497, Validation Loss: 0.5084177851676941
Epoch 13, Training Loss: 0.5084177851676941, Validation Loss: 0.5069593191146851
Epoch 14, Training Loss: 0.5069593191146851, Validation Loss: 0.5054818391799927
Epoch 15, Training Loss: 0.5054818391799927, Validation Loss: 0.5039658546447754
Epoch 16, Training Loss: 0.5039658546447754, Validation Loss: 0.5024120211601257
Epoch 17, Training Loss: 0.502411961555481, Validation Loss: 0.5008479356765747
Epoch 18, Training Loss: 0.5008479356765747, Validation Loss: 0.49921897053718567
Epoch 19, Training Loss: 0.49921897053718567, Validation Loss: 0.49751952290534973
Epoch 20, Training Loss: 0.49751952290534973, Validation Loss: 0.49577081203460693
Epoch 21, Training Loss: 0.49577081203460693, Validation Loss: 0.4939503073692322
Epoch 22, Training Loss: 0.4939502775669098, Validation Loss: 0.4920264184474945
Epoch 23, Training Loss: 0.4920264184474945, Validation Loss: 0.4900265336036682
Epoch 24, Training Loss: 0.4900265038013458, Validation Loss: 0.48800837993621826
Epoch 25, Training Loss: 0.48800840973854065, Validation Loss: 0.4858683943748474
Epoch 26, Training Loss: 0.4858683943748474, Validation Loss: 0.48357048630714417
Epoch 27, Training Loss: 0.48357048630714417, Validation Loss: 0.48114684224128723
Epoch 28, Training Loss: 0.48114678263664246, Validation Loss: 0.4785956144332886
Epoch 29, Training Loss: 0.4785956144332886, Validation Loss: 0.47591108083724976
Epoch 30, Training Loss: 0.47591111063957214, Validation Loss: 0.4731316864490509
Epoch 31, Training Loss: 0.4731316864490509, Validation Loss: 0.47022727131843567
Epoch 32, Training Loss: 0.47022727131843567, Validation Loss: 0.4670713245868683
Epoch 33, Training Loss: 0.4670713245868683, Validation Loss: 0.46360546350479126
Epoch 34, Training Loss: 0.46360546350479126, Validation Loss: 0.4598466455936432
