Epoch 1, Training Loss: 0.2403029054403305, Validation Loss: 0.28527721762657166
Epoch 2, Training Loss: 0.23937636613845825, Validation Loss: 0.28433045744895935
Epoch 3, Training Loss: 0.23846535384655, Validation Loss: 0.28340545296669006
Epoch 4, Training Loss: 0.23756685853004456, Validation Loss: 0.2825053930282593
Epoch 5, Training Loss: 0.23668603599071503, Validation Loss: 0.2816230356693268
Epoch 6, Training Loss: 0.2358209639787674, Validation Loss: 0.2807405889034271
Epoch 7, Training Loss: 0.23496371507644653, Validation Loss: 0.27985429763793945
Epoch 8, Training Loss: 0.23410330712795258, Validation Loss: 0.27895689010620117
Epoch 9, Training Loss: 0.2332349419593811, Validation Loss: 0.27805083990097046
Epoch 10, Training Loss: 0.23236003518104553, Validation Loss: 0.2771366834640503
Epoch 11, Training Loss: 0.23147793114185333, Validation Loss: 0.27621135115623474
Epoch 12, Training Loss: 0.2305874526500702, Validation Loss: 0.27528101205825806
Epoch 13, Training Loss: 0.22969314455986023, Validation Loss: 0.27433842420578003
Epoch 14, Training Loss: 0.2287856936454773, Validation Loss: 0.27339035272598267
Epoch 15, Training Loss: 0.22786255180835724, Validation Loss: 0.2724311947822571
Epoch 16, Training Loss: 0.2269243597984314, Validation Loss: 0.271442711353302
Epoch 17, Training Loss: 0.22595633566379547, Validation Loss: 0.27040600776672363
Epoch 18, Training Loss: 0.2249506115913391, Validation Loss: 0.2693309485912323
Epoch 19, Training Loss: 0.2239149659872055, Validation Loss: 0.2682483494281769
Epoch 20, Training Loss: 0.22286678850650787, Validation Loss: 0.26713454723358154
Epoch 21, Training Loss: 0.22179904580116272, Validation Loss: 0.2659769654273987
Epoch 22, Training Loss: 0.2207055538892746, Validation Loss: 0.2647717595100403
Epoch 23, Training Loss: 0.21957537531852722, Validation Loss: 0.2635100483894348
Epoch 24, Training Loss: 0.2183978408575058, Validation Loss: 0.26218265295028687
Epoch 25, Training Loss: 0.21716316044330597, Validation Loss: 0.2607705593109131
Epoch 26, Training Loss: 0.2158571034669876, Validation Loss: 0.25927892327308655
Epoch 27, Training Loss: 0.21448178589344025, Validation Loss: 0.25770413875579834
Epoch 28, Training Loss: 0.213032528758049, Validation Loss: 0.25604143738746643
Epoch 29, Training Loss: 0.21151386201381683, Validation Loss: 0.2542799413204193
Epoch 30, Training Loss: 0.20991328358650208, Validation Loss: 0.2524212896823883
Epoch 31, Training Loss: 0.20823609828948975, Validation Loss: 0.2504650950431824
Epoch 32, Training Loss: 0.20647269487380981, Validation Loss: 0.24839553236961365
Epoch 33, Training Loss: 0.20461443066596985, Validation Loss: 0.24621938169002533
Epoch 34, Training Loss: 0.20266443490982056, Validation Loss: 0.24392710626125336
Epoch 35, Training Loss: 0.20061495900154114, Validation Loss: 0.2414904236793518
Epoch 36, Training Loss: 0.1984451860189438, Validation Loss: 0.23890194296836853
Epoch 37, Training Loss: 0.1961532086133957, Validation Loss: 0.2361481487751007
Epoch 38, Training Loss: 0.19371919333934784, Validation Loss: 0.23322714865207672
Epoch 39, Training Loss: 0.1911279708147049, Validation Loss: 0.2301502674818039
