Epoch 1, Training Loss: 0.09737694833427668, Validation Loss: 0.08225368576891282
Epoch 2, Training Loss: 0.08028004169464112, Validation Loss: 0.07938606730278801
Epoch 3, Training Loss: 0.07777363952249289, Validation Loss: 0.07692768731537987
Epoch 4, Training Loss: 0.07620866399258375, Validation Loss: 0.0755917258998927
Epoch 5, Training Loss: 0.07489099029451608, Validation Loss: 0.07284050098821229
Epoch 6, Training Loss: 0.07286129266023636, Validation Loss: 0.06968546001350179
Epoch 7, Training Loss: 0.0705538622289896, Validation Loss: 0.06583485029199544
Epoch 8, Training Loss: 0.06870317038148642, Validation Loss: 0.063571856740643
Epoch 9, Training Loss: 0.06654630891978741, Validation Loss: 0.061643377165584004
Epoch 10, Training Loss: 0.06547481793910265, Validation Loss: 0.06082687651117643
Epoch 11, Training Loss: 0.0648011789098382, Validation Loss: 0.06015208699539596
Epoch 12, Training Loss: 0.06420394897460938, Validation Loss: 0.060282157624469083
Epoch 13, Training Loss: 0.06376055721193552, Validation Loss: 0.05980658662669799
Epoch 14, Training Loss: 0.06334044560790061, Validation Loss: 0.059506614564680586
Epoch 15, Training Loss: 0.06298962341621518, Validation Loss: 0.05932193658515519
Epoch 16, Training Loss: 0.06267930602654814, Validation Loss: 0.05905263754082661
Epoch 17, Training Loss: 0.06235152371227741, Validation Loss: 0.058428535712700264
Epoch 18, Training Loss: 0.06188745258376002, Validation Loss: 0.05784357762804218
Epoch 19, Training Loss: 0.061323588751256465, Validation Loss: 0.05651819866661932
Epoch 20, Training Loss: 0.06074078593403101, Validation Loss: 0.05580285578673961
Epoch 21, Training Loss: 0.060192060731351374, Validation Loss: 0.055461431031717974
Epoch 22, Training Loss: 0.05981638718396425, Validation Loss: 0.05527786004777048
Epoch 23, Training Loss: 0.05946163369342685, Validation Loss: 0.0548495081271611
Epoch 24, Training Loss: 0.05919817192479968, Validation Loss: 0.054738651230639104
Epoch 25, Training Loss: 0.05899297559633851, Validation Loss: 0.05465486331605444
Epoch 26, Training Loss: 0.05878684775903821, Validation Loss: 0.05437557640321115
Epoch 27, Training Loss: 0.058589261472225186, Validation Loss: 0.054500496635834374
Epoch 28, Training Loss: 0.05855489635840058, Validation Loss: 0.05437894939791923
Epoch 29, Training Loss: 0.05816268162801862, Validation Loss: 0.0540384203926021
Epoch 30, Training Loss: 0.058189087845385075, Validation Loss: 0.05414965303212989
Epoch 31, Training Loss: 0.05794551255181432, Validation Loss: 0.05410420295654559
Epoch 32, Training Loss: 0.05781805662438273, Validation Loss: 0.053806227577083254
Epoch 33, Training Loss: 0.05773674935102463, Validation Loss: 0.05376076566822389
