Epoch 1, Training Loss: 0.5096995234489441, Validation Loss: 0.5083083510398865
Epoch 2, Training Loss: 0.5083083510398865, Validation Loss: 0.506946325302124
Epoch 3, Training Loss: 0.5069462656974792, Validation Loss: 0.5056018829345703
Epoch 4, Training Loss: 0.5056018829345703, Validation Loss: 0.5042828321456909
Epoch 5, Training Loss: 0.5042828321456909, Validation Loss: 0.5029741525650024
Epoch 6, Training Loss: 0.5029742121696472, Validation Loss: 0.5016688108444214
Epoch 7, Training Loss: 0.5016688704490662, Validation Loss: 0.5003682374954224
Epoch 8, Training Loss: 0.5003682374954224, Validation Loss: 0.49905160069465637
Epoch 9, Training Loss: 0.49905163049697876, Validation Loss: 0.497761607170105
Epoch 10, Training Loss: 0.497761607170105, Validation Loss: 0.4964633285999298
Epoch 11, Training Loss: 0.49646326899528503, Validation Loss: 0.4951494038105011
Epoch 12, Training Loss: 0.4951494038105011, Validation Loss: 0.49381616711616516
Epoch 13, Training Loss: 0.49381616711616516, Validation Loss: 0.4924714267253876
Epoch 14, Training Loss: 0.49247145652770996, Validation Loss: 0.49110910296440125
Epoch 15, Training Loss: 0.49110913276672363, Validation Loss: 0.4897169768810272
Epoch 16, Training Loss: 0.48971694707870483, Validation Loss: 0.48831117153167725
Epoch 17, Training Loss: 0.48831120133399963, Validation Loss: 0.48686400055885315
Epoch 18, Training Loss: 0.48686397075653076, Validation Loss: 0.48540017008781433
Epoch 19, Training Loss: 0.48540017008781433, Validation Loss: 0.4839123487472534
Epoch 20, Training Loss: 0.4839123487472534, Validation Loss: 0.48238569498062134
Epoch 21, Training Loss: 0.4823857247829437, Validation Loss: 0.4808345437049866
Epoch 22, Training Loss: 0.4808345437049866, Validation Loss: 0.4792669415473938
Epoch 23, Training Loss: 0.4792669117450714, Validation Loss: 0.4776386022567749
Epoch 24, Training Loss: 0.4776385426521301, Validation Loss: 0.47593098878860474
Epoch 25, Training Loss: 0.4759310483932495, Validation Loss: 0.47416460514068604
Epoch 26, Training Loss: 0.47416460514068604, Validation Loss: 0.47231125831604004
Epoch 27, Training Loss: 0.47231125831604004, Validation Loss: 0.47037309408187866
Epoch 28, Training Loss: 0.4703730642795563, Validation Loss: 0.46836739778518677
Epoch 29, Training Loss: 0.46836739778518677, Validation Loss: 0.4662649631500244
Epoch 30, Training Loss: 0.4662649631500244, Validation Loss: 0.46404215693473816
Epoch 31, Training Loss: 0.46404215693473816, Validation Loss: 0.4617542326450348
Epoch 32, Training Loss: 0.4617542326450348, Validation Loss: 0.4593455493450165
Epoch 33, Training Loss: 0.4593455493450165, Validation Loss: 0.45677149295806885
Epoch 34, Training Loss: 0.45677149295806885, Validation Loss: 0.4540679454803467
Epoch 35, Training Loss: 0.4540679454803467, Validation Loss: 0.4512077569961548
Epoch 36, Training Loss: 0.4512077569961548, Validation Loss: 0.4481631815433502
Epoch 37, Training Loss: 0.4481631815433502, Validation Loss: 0.44494444131851196
Epoch 38, Training Loss: 0.44494444131851196, Validation Loss: 0.4415702223777771
Epoch 39, Training Loss: 0.4415701925754547, Validation Loss: 0.4379614591598511
Epoch 40, Training Loss: 0.4379614591598511, Validation Loss: 0.43414202332496643
Epoch 41, Training Loss: 0.43414199352264404, Validation Loss: 0.43007028102874756
Epoch 42, Training Loss: 0.4300702214241028, Validation Loss: 0.4257762134075165
Epoch 43, Training Loss: 0.4257762134075165, Validation Loss: 0.42119765281677246
Epoch 44, Training Loss: 0.42119765281677246, Validation Loss: 0.4163806140422821
