Epoch 1, Training Loss: 0.1056339993700385, Validation Loss: 0.08207449375414382
Epoch 2, Training Loss: 0.08141772903501987, Validation Loss: 0.07992840894297057
Epoch 3, Training Loss: 0.07838365755975246, Validation Loss: 0.0765630940304083
Epoch 4, Training Loss: 0.0764845783635974, Validation Loss: 0.07447552929321925
Epoch 5, Training Loss: 0.07548263560980559, Validation Loss: 0.07301034515394884
Epoch 6, Training Loss: 0.07420591987669468, Validation Loss: 0.0715448353074345
Epoch 7, Training Loss: 0.07270549509674311, Validation Loss: 0.06858226474301488
Epoch 8, Training Loss: 0.07053133612498641, Validation Loss: 0.06536814088330549
Epoch 9, Training Loss: 0.06915119383484125, Validation Loss: 0.06401374125305344
Epoch 10, Training Loss: 0.06785788306966424, Validation Loss: 0.06201940263603248
Epoch 11, Training Loss: 0.06608566422015429, Validation Loss: 0.05900146885245454
Epoch 12, Training Loss: 0.06471536254510284, Validation Loss: 0.05806342439324248
Epoch 13, Training Loss: 0.06372196748852729, Validation Loss: 0.05678420879092871
Epoch 14, Training Loss: 0.06256666190922261, Validation Loss: 0.055577073246240616
Epoch 15, Training Loss: 0.061416760813444854, Validation Loss: 0.05430667416429987
Epoch 16, Training Loss: 0.060528735537081955, Validation Loss: 0.053536142058232254
Epoch 17, Training Loss: 0.06007936969399452, Validation Loss: 0.053251450990929323
Epoch 18, Training Loss: 0.059556960593909025, Validation Loss: 0.0527582976455782
Epoch 19, Training Loss: 0.05916101729497313, Validation Loss: 0.05239702834218156
Epoch 20, Training Loss: 0.05877890711650252, Validation Loss: 0.05204502646537388
Epoch 21, Training Loss: 0.058412293624132874, Validation Loss: 0.05178471209079612
Epoch 22, Training Loss: 0.058277395032346246, Validation Loss: 0.051813811282901204
Epoch 23, Training Loss: 0.0579554439149797, Validation Loss: 0.05172830118852503
Epoch 24, Training Loss: 0.0577812235429883, Validation Loss: 0.05149765005883049
Epoch 25, Training Loss: 0.05749772381037474, Validation Loss: 0.05149474681592455
Epoch 26, Training Loss: 0.0572405831515789, Validation Loss: 0.051355562811973045
Epoch 27, Training Loss: 0.05725036503747106, Validation Loss: 0.05147106412286852
Epoch 28, Training Loss: 0.056990474965423345, Validation Loss: 0.05106254623216741
Epoch 29, Training Loss: 0.056993452347815034, Validation Loss: 0.05134893420572374
Epoch 30, Training Loss: 0.05667033161967993, Validation Loss: 0.05089444309180858
