Epoch 1, Training Loss: 0.5157918334007263, Validation Loss: 0.5143028497695923
Epoch 2, Training Loss: 0.5143029093742371, Validation Loss: 0.5128202438354492
Epoch 3, Training Loss: 0.5128201842308044, Validation Loss: 0.5113426446914673
Epoch 4, Training Loss: 0.5113426446914673, Validation Loss: 0.509909987449646
Epoch 5, Training Loss: 0.509909987449646, Validation Loss: 0.5085077285766602
Epoch 6, Training Loss: 0.5085077285766602, Validation Loss: 0.5070910453796387
Epoch 7, Training Loss: 0.5070910453796387, Validation Loss: 0.5056495666503906
Epoch 8, Training Loss: 0.5056495666503906, Validation Loss: 0.5041855573654175
Epoch 9, Training Loss: 0.5041855573654175, Validation Loss: 0.5026947259902954
Epoch 10, Training Loss: 0.5026947259902954, Validation Loss: 0.5012038946151733
Epoch 11, Training Loss: 0.5012038946151733, Validation Loss: 0.49970075488090515
Epoch 12, Training Loss: 0.49970072507858276, Validation Loss: 0.4981631636619568
Epoch 13, Training Loss: 0.4981631636619568, Validation Loss: 0.49661409854888916
Epoch 14, Training Loss: 0.49661409854888916, Validation Loss: 0.49502477049827576
Epoch 15, Training Loss: 0.49502477049827576, Validation Loss: 0.49340569972991943
Epoch 16, Training Loss: 0.49340569972991943, Validation Loss: 0.49180442094802856
Epoch 17, Training Loss: 0.49180442094802856, Validation Loss: 0.490196168422699
Epoch 18, Training Loss: 0.490196168422699, Validation Loss: 0.48853442072868347
Epoch 19, Training Loss: 0.48853442072868347, Validation Loss: 0.48680680990219116
Epoch 20, Training Loss: 0.4868067800998688, Validation Loss: 0.48501288890838623
Epoch 21, Training Loss: 0.48501288890838623, Validation Loss: 0.4831247627735138
Epoch 22, Training Loss: 0.4831247627735138, Validation Loss: 0.48111769556999207
Epoch 23, Training Loss: 0.48111769556999207, Validation Loss: 0.47906428575515747
Epoch 24, Training Loss: 0.47906434535980225, Validation Loss: 0.4769154489040375
Epoch 25, Training Loss: 0.4769154489040375, Validation Loss: 0.474662184715271
Epoch 26, Training Loss: 0.474662184715271, Validation Loss: 0.47232815623283386
Epoch 27, Training Loss: 0.4723281264305115, Validation Loss: 0.46984320878982544
Epoch 28, Training Loss: 0.46984320878982544, Validation Loss: 0.46724948287010193
Epoch 29, Training Loss: 0.46724948287010193, Validation Loss: 0.4645358920097351
Epoch 30, Training Loss: 0.4645358920097351, Validation Loss: 0.4616515338420868
Epoch 31, Training Loss: 0.4616515636444092, Validation Loss: 0.45860427618026733
Epoch 32, Training Loss: 0.45860427618026733, Validation Loss: 0.45542284846305847
Epoch 33, Training Loss: 0.45542284846305847, Validation Loss: 0.4520164132118225
Epoch 34, Training Loss: 0.4520164132118225, Validation Loss: 0.44837090373039246
Epoch 35, Training Loss: 0.44837090373039246, Validation Loss: 0.4444294273853302
Epoch 36, Training Loss: 0.4444294571876526, Validation Loss: 0.4402581751346588
Epoch 37, Training Loss: 0.4402581751346588, Validation Loss: 0.4357817471027374
Epoch 38, Training Loss: 0.43578171730041504, Validation Loss: 0.4309834837913513
Epoch 39, Training Loss: 0.4309835135936737, Validation Loss: 0.4258551299571991
Epoch 40, Training Loss: 0.4258551299571991, Validation Loss: 0.42033305764198303
Epoch 41, Training Loss: 0.42033305764198303, Validation Loss: 0.41439148783683777
Epoch 42, Training Loss: 0.4143914580345154, Validation Loss: 0.40803882479667664
Epoch 43, Training Loss: 0.40803882479667664, Validation Loss: 0.4012935161590576
Epoch 44, Training Loss: 0.40129354596138, Validation Loss: 0.3940737843513489
Epoch 45, Training Loss: 0.3940737843513489, Validation Loss: 0.38633108139038086
Epoch 46, Training Loss: 0.38633114099502563, Validation Loss: 0.3780374526977539
Epoch 47, Training Loss: 0.3780374526977539, Validation Loss: 0.3692079186439514
Epoch 48, Training Loss: 0.3692079186439514, Validation Loss: 0.3598329722881317
Epoch 49, Training Loss: 0.3598329722881317, Validation Loss: 0.34989452362060547
Epoch 50, Training Loss: 0.34989452362060547, Validation Loss: 0.33942076563835144
Epoch 51, Training Loss: 0.33942079544067383, Validation Loss: 0.32842931151390076
Epoch 52, Training Loss: 0.32842931151390076, Validation Loss: 0.31698542833328247
Epoch 53, Training Loss: 0.31698542833328247, Validation Loss: 0.30507150292396545
Epoch 54, Training Loss: 0.30507150292396545, Validation Loss: 0.2927836775779724
Epoch 55, Training Loss: 0.2927836775779724, Validation Loss: 0.28020498156547546
Epoch 56, Training Loss: 0.28020498156547546, Validation Loss: 0.26745063066482544
Epoch 57, Training Loss: 0.26745063066482544, Validation Loss: 0.25472527742385864
Epoch 58, Training Loss: 0.25472527742385864, Validation Loss: 0.242177352309227
Epoch 59, Training Loss: 0.24217736721038818, Validation Loss: 0.23007073998451233
Epoch 60, Training Loss: 0.23007073998451233, Validation Loss: 0.218603253364563
