Epoch 1, Training Loss: 0.5370117425918579, Validation Loss: 0.5352717041969299
Epoch 2, Training Loss: 0.5352717638015747, Validation Loss: 0.5335417985916138
Epoch 3, Training Loss: 0.5335417985916138, Validation Loss: 0.5318652987480164
Epoch 4, Training Loss: 0.5318652987480164, Validation Loss: 0.5302045941352844
Epoch 5, Training Loss: 0.5302046537399292, Validation Loss: 0.5285631418228149
Epoch 6, Training Loss: 0.5285631418228149, Validation Loss: 0.5269421935081482
Epoch 7, Training Loss: 0.526942253112793, Validation Loss: 0.5252926349639893
Epoch 8, Training Loss: 0.5252925753593445, Validation Loss: 0.5236088037490845
Epoch 9, Training Loss: 0.5236088037490845, Validation Loss: 0.5219253301620483
Epoch 10, Training Loss: 0.5219253301620483, Validation Loss: 0.520226001739502
Epoch 11, Training Loss: 0.520226001739502, Validation Loss: 0.5185189247131348
Epoch 12, Training Loss: 0.5185189247131348, Validation Loss: 0.516752302646637
Epoch 13, Training Loss: 0.516752302646637, Validation Loss: 0.5149378180503845
Epoch 14, Training Loss: 0.5149378180503845, Validation Loss: 0.5130869746208191
Epoch 15, Training Loss: 0.5130869746208191, Validation Loss: 0.5112011432647705
Epoch 16, Training Loss: 0.5112010836601257, Validation Loss: 0.5092760920524597
Epoch 17, Training Loss: 0.5092760324478149, Validation Loss: 0.5072802305221558
Epoch 18, Training Loss: 0.5072802901268005, Validation Loss: 0.5052134990692139
Epoch 19, Training Loss: 0.5052134990692139, Validation Loss: 0.5031842589378357
Epoch 20, Training Loss: 0.5031842589378357, Validation Loss: 0.5011721253395081
Epoch 21, Training Loss: 0.5011721849441528, Validation Loss: 0.49907445907592773
Epoch 22, Training Loss: 0.49907445907592773, Validation Loss: 0.49689874053001404
Epoch 23, Training Loss: 0.49689874053001404, Validation Loss: 0.49463409185409546
Epoch 24, Training Loss: 0.49463409185409546, Validation Loss: 0.49227166175842285
Epoch 25, Training Loss: 0.49227166175842285, Validation Loss: 0.4898035526275635
Epoch 26, Training Loss: 0.4898035526275635, Validation Loss: 0.4872342050075531
Epoch 27, Training Loss: 0.4872342050075531, Validation Loss: 0.4845612943172455
Epoch 28, Training Loss: 0.4845612943172455, Validation Loss: 0.48174232244491577
Epoch 29, Training Loss: 0.48174232244491577, Validation Loss: 0.4787396788597107
Epoch 30, Training Loss: 0.4787396788597107, Validation Loss: 0.47555190324783325
Epoch 31, Training Loss: 0.4755518436431885, Validation Loss: 0.4721876084804535
Epoch 32, Training Loss: 0.4721876084804535, Validation Loss: 0.4686164855957031
Epoch 33, Training Loss: 0.4686164855957031, Validation Loss: 0.4649183452129364
Epoch 34, Training Loss: 0.4649183452129364, Validation Loss: 0.46101731061935425
Epoch 35, Training Loss: 0.46101731061935425, Validation Loss: 0.456831157207489
Epoch 36, Training Loss: 0.456831157207489, Validation Loss: 0.4523654878139496
Epoch 37, Training Loss: 0.4523654878139496, Validation Loss: 0.4476253390312195
Epoch 38, Training Loss: 0.4476253390312195, Validation Loss: 0.4426107406616211
Epoch 39, Training Loss: 0.4426107406616211, Validation Loss: 0.4372369050979614
Epoch 40, Training Loss: 0.4372369050979614, Validation Loss: 0.43147414922714233
Epoch 41, Training Loss: 0.4314741790294647, Validation Loss: 0.42532944679260254
Epoch 42, Training Loss: 0.42532944679260254, Validation Loss: 0.4187534749507904
Epoch 43, Training Loss: 0.4187534749507904, Validation Loss: 0.4117072522640228
Epoch 44, Training Loss: 0.4117072522640228, Validation Loss: 0.4041965901851654
Epoch 45, Training Loss: 0.4041965901851654, Validation Loss: 0.39621588587760925
Epoch 46, Training Loss: 0.39621588587760925, Validation Loss: 0.3876894414424896
Epoch 47, Training Loss: 0.3876894414424896, Validation Loss: 0.3786463141441345
Epoch 48, Training Loss: 0.3786463439464569, Validation Loss: 0.36903485655784607
Epoch 49, Training Loss: 0.36903485655784607, Validation Loss: 0.3589596748352051
Epoch 50, Training Loss: 0.35895973443984985, Validation Loss: 0.3483752906322479
Epoch 51, Training Loss: 0.3483752906322479, Validation Loss: 0.3373166024684906
Epoch 52, Training Loss: 0.3373166024684906, Validation Loss: 0.3259184956550598
Epoch 53, Training Loss: 0.3259184956550598, Validation Loss: 0.3141794204711914
Epoch 54, Training Loss: 0.3141794204711914, Validation Loss: 0.30216285586357117
Epoch 55, Training Loss: 0.30216285586357117, Validation Loss: 0.29006361961364746
Epoch 56, Training Loss: 0.29006361961364746, Validation Loss: 0.2779759466648102
Epoch 57, Training Loss: 0.2779759466648102, Validation Loss: 0.2660864591598511
Epoch 58, Training Loss: 0.2660864591598511, Validation Loss: 0.2546360194683075
Epoch 59, Training Loss: 0.2546360194683075, Validation Loss: 0.24393151700496674
Epoch 60, Training Loss: 0.24393151700496674, Validation Loss: 0.234047994017601
Epoch 61, Training Loss: 0.23404797911643982, Validation Loss: 0.22537365555763245
Epoch 62, Training Loss: 0.22537362575531006, Validation Loss: 0.21787208318710327
Epoch 63, Training Loss: 0.21787208318710327, Validation Loss: 0.21154789626598358
Epoch 64, Training Loss: 0.21154794096946716, Validation Loss: 0.2061292827129364
Epoch 65, Training Loss: 0.2061292827129364, Validation Loss: 0.2014768421649933
Epoch 66, Training Loss: 0.20147685706615448, Validation Loss: 0.19736135005950928
Epoch 67, Training Loss: 0.19736135005950928, Validation Loss: 0.19327537715435028
Epoch 68, Training Loss: 0.19327537715435028, Validation Loss: 0.18883678317070007
Epoch 69, Training Loss: 0.18883678317070007, Validation Loss: 0.18384191393852234
Epoch 70, Training Loss: 0.18384191393852234, Validation Loss: 0.17817485332489014
Epoch 71, Training Loss: 0.17817485332489014, Validation Loss: 0.17185913026332855
Epoch 72, Training Loss: 0.17185914516448975, Validation Loss: 0.16510026156902313
Epoch 73, Training Loss: 0.16510027647018433, Validation Loss: 0.1581147462129593
Epoch 74, Training Loss: 0.1581147313117981, Validation Loss: 0.15112309157848358
Epoch 75, Training Loss: 0.15112309157848358, Validation Loss: 0.14434239268302917
Epoch 76, Training Loss: 0.14434239268302917, Validation Loss: 0.13782797753810883
Epoch 77, Training Loss: 0.13782797753810883, Validation Loss: 0.13164466619491577
Epoch 78, Training Loss: 0.13164466619491577, Validation Loss: 0.12585189938545227
Epoch 79, Training Loss: 0.12585189938545227, Validation Loss: 0.12049585580825806
Epoch 80, Training Loss: 0.12049585580825806, Validation Loss: 0.11537354439496994
Epoch 81, Training Loss: 0.11537353694438934, Validation Loss: 0.11049463599920273
Epoch 82, Training Loss: 0.11049464344978333, Validation Loss: 0.1056964248418808
Epoch 83, Training Loss: 0.1056964248418808, Validation Loss: 0.10098496079444885
Epoch 84, Training Loss: 0.10098496079444885, Validation Loss: 0.09621753543615341
Epoch 85, Training Loss: 0.09621753543615341, Validation Loss: 0.0913836881518364
Epoch 86, Training Loss: 0.0913836881518364, Validation Loss: 0.08655717968940735
Epoch 87, Training Loss: 0.08655717223882675, Validation Loss: 0.08194918930530548
Epoch 88, Training Loss: 0.08194918930530548, Validation Loss: 0.07744559645652771
Epoch 89, Training Loss: 0.07744558900594711, Validation Loss: 0.07293610274791718
