Epoch 1, Training Loss: 0.10877526756376028, Validation Loss: 0.08475144061387754
Epoch 2, Training Loss: 0.08280587464570999, Validation Loss: 0.08256161446664848
Epoch 3, Training Loss: 0.07962179895490408, Validation Loss: 0.07935669784452401
Epoch 4, Training Loss: 0.07802049528807402, Validation Loss: 0.07691840316150703
Epoch 5, Training Loss: 0.07660463083535433, Validation Loss: 0.07502965483010984
Epoch 6, Training Loss: 0.07513093590736389, Validation Loss: 0.07291815342272029
Epoch 7, Training Loss: 0.07377666823565959, Validation Loss: 0.07139560536426656
Epoch 8, Training Loss: 0.07309312604367733, Validation Loss: 0.07041746370640456
Epoch 9, Training Loss: 0.07193115022033453, Validation Loss: 0.06876003413515933
Epoch 10, Training Loss: 0.07014551106840372, Validation Loss: 0.06602730054189176
Epoch 11, Training Loss: 0.06870369980111718, Validation Loss: 0.06450446717002813
Epoch 12, Training Loss: 0.06702129198238253, Validation Loss: 0.06192522926949987
Epoch 13, Training Loss: 0.06577271418645977, Validation Loss: 0.06100500075548303
Epoch 14, Training Loss: 0.06513615429401398, Validation Loss: 0.06070663407444954
Epoch 15, Training Loss: 0.0644445550814271, Validation Loss: 0.060446071128050484
Epoch 16, Training Loss: 0.06414669828489422, Validation Loss: 0.060227175115370284
Epoch 17, Training Loss: 0.06378797164186835, Validation Loss: 0.05999477675148085
Epoch 18, Training Loss: 0.06339155115187169, Validation Loss: 0.05997171727757828
Epoch 19, Training Loss: 0.0630821974389255, Validation Loss: 0.0593433640897274
Epoch 20, Training Loss: 0.0628920379653573, Validation Loss: 0.059281020626133565
Epoch 21, Training Loss: 0.06256319874897599, Validation Loss: 0.0591173374331465
Epoch 22, Training Loss: 0.0622795026563108, Validation Loss: 0.05856044108376784
Epoch 23, Training Loss: 0.06191381501033902, Validation Loss: 0.05799115902068568
Epoch 24, Training Loss: 0.06125640202313662, Validation Loss: 0.05689216770377813
Epoch 25, Training Loss: 0.060661982428282496, Validation Loss: 0.056021335224310555
Epoch 26, Training Loss: 0.06018423596397042, Validation Loss: 0.05541619665774645
Epoch 27, Training Loss: 0.059838365223258735, Validation Loss: 0.055045190614228155
Epoch 28, Training Loss: 0.059608613811433314, Validation Loss: 0.05470057445413926
Epoch 29, Training Loss: 0.059221512228250506, Validation Loss: 0.05449705322583517
Epoch 30, Training Loss: 0.059124026391655204, Validation Loss: 0.05450158529714042
Epoch 31, Training Loss: 0.058996123764663934, Validation Loss: 0.05452526141615475
Epoch 32, Training Loss: 0.058661320973187686, Validation Loss: 0.05422665529391345
Epoch 33, Training Loss: 0.05858973087742925, Validation Loss: 0.05434801845866091
Epoch 34, Training Loss: 0.0584018774330616, Validation Loss: 0.05398653221188807
Epoch 35, Training Loss: 0.05830274421721697, Validation Loss: 0.05408082434944078
Epoch 36, Training Loss: 0.05811324013397098, Validation Loss: 0.054012230798309926
Epoch 37, Training Loss: 0.05798771049827337, Validation Loss: 0.05385028687762279
Epoch 38, Training Loss: 0.057769893668591976, Validation Loss: 0.053770904666652866
Epoch 39, Training Loss: 0.05769125984981656, Validation Loss: 0.053694856152230616
Epoch 40, Training Loss: 0.05757233839482069, Validation Loss: 0.05370651901352639
Epoch 41, Training Loss: 0.05759338445961475, Validation Loss: 0.05348790122890005
Epoch 42, Training Loss: 0.05740556502714753, Validation Loss: 0.053494149344224556
Epoch 43, Training Loss: 0.057297504283487795, Validation Loss: 0.05327930053075155
Epoch 44, Training Loss: 0.05730498906224966, Validation Loss: 0.053431813696435855
Epoch 45, Training Loss: 0.05714304713532328, Validation Loss: 0.05346675217151642
Epoch 46, Training Loss: 0.05705238090828061, Validation Loss: 0.053239820561572615
Epoch 47, Training Loss: 0.05697920748963952, Validation Loss: 0.05303126719652438
Epoch 48, Training Loss: 0.056932167913764715, Validation Loss: 0.05307756473912912
Epoch 49, Training Loss: 0.0567059507034719, Validation Loss: 0.052900998469661266
Epoch 50, Training Loss: 0.05664591388776898, Validation Loss: 0.05276141951189322
Epoch 51, Training Loss: 0.05668392432853579, Validation Loss: 0.0529710998868241
Epoch 52, Training Loss: 0.056474017631262544, Validation Loss: 0.05284248168269793
Epoch 53, Training Loss: 0.05639098888263106, Validation Loss: 0.052807691196600594
Epoch 54, Training Loss: 0.05631304930895567, Validation Loss: 0.052538695507774166
Epoch 55, Training Loss: 0.056306329071521756, Validation Loss: 0.05249400122785101
Epoch 56, Training Loss: 0.05617249134927988, Validation Loss: 0.052518773239617254
Epoch 57, Training Loss: 0.05607071202248335, Validation Loss: 0.052358940097631194
Epoch 58, Training Loss: 0.05586025135591626, Validation Loss: 0.05227516460068086
Epoch 59, Training Loss: 0.05585904957726598, Validation Loss: 0.05193477050930846
Epoch 60, Training Loss: 0.05572730682790279, Validation Loss: 0.051989264640153625
Epoch 61, Training Loss: 0.055497499834746125, Validation Loss: 0.051876281187230464
Epoch 62, Training Loss: 0.05548083255067468, Validation Loss: 0.05168477219401622
Epoch 63, Training Loss: 0.05522708036005497, Validation Loss: 0.05150971123400856
Epoch 64, Training Loss: 0.05523056969046593, Validation Loss: 0.0513919662026798
Epoch 65, Training Loss: 0.054993901532143355, Validation Loss: 0.05110722984753403
Epoch 66, Training Loss: 0.054978309497237206, Validation Loss: 0.05081389844417572
Epoch 67, Training Loss: 0.05472341416403651, Validation Loss: 0.05070309918008599
Epoch 68, Training Loss: 0.05471154984086752, Validation Loss: 0.05045759867803723
Epoch 69, Training Loss: 0.05463303865864873, Validation Loss: 0.05060011973860217
Epoch 70, Training Loss: 0.05447283597663045, Validation Loss: 0.05027440175706265
Epoch 71, Training Loss: 0.054228097572922705, Validation Loss: 0.050055651103748995
Epoch 72, Training Loss: 0.05421852324157953, Validation Loss: 0.049782786664425156
Epoch 73, Training Loss: 0.05409013025462627, Validation Loss: 0.04967282456802387
Epoch 74, Training Loss: 0.05405257450416684, Validation Loss: 0.04942171976846807
Epoch 75, Training Loss: 0.053711283821612596, Validation Loss: 0.049327378398647495
Epoch 76, Training Loss: 0.053680667113512756, Validation Loss: 0.04913004736105601
Epoch 77, Training Loss: 0.05352430852130055, Validation Loss: 0.04893267607572032
Epoch 78, Training Loss: 0.05336404884234071, Validation Loss: 0.04867689406462744
Epoch 79, Training Loss: 0.05326589183881879, Validation Loss: 0.04852487906521442
Epoch 80, Training Loss: 0.05300362691283226, Validation Loss: 0.048372020104936526
Epoch 81, Training Loss: 0.052928419504314664, Validation Loss: 0.048183483016841555
Epoch 82, Training Loss: 0.052787071354687215, Validation Loss: 0.047864638926351774
Epoch 83, Training Loss: 0.05262580445036292, Validation Loss: 0.04773345239022199
Epoch 84, Training Loss: 0.05250849159434438, Validation Loss: 0.04766657342221223
Epoch 85, Training Loss: 0.05233961138874292, Validation Loss: 0.0473238267734939
Epoch 86, Training Loss: 0.052207545954734084, Validation Loss: 0.047147312146775866
Epoch 87, Training Loss: 0.052089301142841576, Validation Loss: 0.04700371265119197
Epoch 88, Training Loss: 0.05194975327700377, Validation Loss: 0.04693232841935812
Epoch 89, Training Loss: 0.05165423739701509, Validation Loss: 0.04660441843318004
Epoch 90, Training Loss: 0.051683805156499146, Validation Loss: 0.04638209420384145
Epoch 91, Training Loss: 0.05158886687830091, Validation Loss: 0.046239745017944596
Epoch 92, Training Loss: 0.05134942058473826, Validation Loss: 0.046061982930290936
Epoch 93, Training Loss: 0.05144122963771224, Validation Loss: 0.046184007151454105
Epoch 94, Training Loss: 0.05128860304132104, Validation Loss: 0.04591929218640514
Epoch 95, Training Loss: 0.050961931385099885, Validation Loss: 0.04568914024561059
Epoch 96, Training Loss: 0.05101285459473729, Validation Loss: 0.04556864302824525
Epoch 97, Training Loss: 0.05085734022781253, Validation Loss: 0.045437570953486016
Epoch 98, Training Loss: 0.05068492840975523, Validation Loss: 0.04530107887352214
Epoch 99, Training Loss: 0.050553681943565604, Validation Loss: 0.045239374260692036
Epoch 100, Training Loss: 0.05047765931114554, Validation Loss: 0.044938281178474426
Epoch 101, Training Loss: 0.05041241964325309, Validation Loss: 0.04490877278879577
Epoch 102, Training Loss: 0.05022821772843599, Validation Loss: 0.04479699574557005
