Epoch 1, Training Loss: 0.10092820052057505, Validation Loss: 0.07843732848471287
Epoch 2, Training Loss: 0.0795922252908349, Validation Loss: 0.0758743927467103
Epoch 3, Training Loss: 0.07726245865225792, Validation Loss: 0.07374382238177692
Epoch 4, Training Loss: 0.07540936313569546, Validation Loss: 0.07232295005929236
Epoch 5, Training Loss: 0.07389486700296402, Validation Loss: 0.07040428377541841
Epoch 6, Training Loss: 0.07291474308818578, Validation Loss: 0.06981841635470297
Epoch 7, Training Loss: 0.07200365256518125, Validation Loss: 0.06942807634671529
Epoch 8, Training Loss: 0.07069060642272235, Validation Loss: 0.06679003232834387
Epoch 9, Training Loss: 0.0690116054750979, Validation Loss: 0.06509907485223283
Epoch 10, Training Loss: 0.06806447112932801, Validation Loss: 0.06441656003395717
Epoch 11, Training Loss: 0.06701810825616121, Validation Loss: 0.062186058391542995
Epoch 12, Training Loss: 0.06516732832416892, Validation Loss: 0.0590796369109668
Epoch 13, Training Loss: 0.06339623883366585, Validation Loss: 0.05715990716628
Epoch 14, Training Loss: 0.0622509691119194, Validation Loss: 0.056395549254090176
Epoch 15, Training Loss: 0.06160661136731505, Validation Loss: 0.055719230470119736
Epoch 16, Training Loss: 0.060844497513026, Validation Loss: 0.05505726844364522
Epoch 17, Training Loss: 0.06042590498924255, Validation Loss: 0.054416364606689006
Epoch 18, Training Loss: 0.0600381132774055, Validation Loss: 0.054480147201056574
Epoch 19, Training Loss: 0.05965840557590127, Validation Loss: 0.05451195365657993
Epoch 20, Training Loss: 0.059423587415367365, Validation Loss: 0.054184528542499916
Epoch 21, Training Loss: 0.05915345117449761, Validation Loss: 0.05399531367070535
Epoch 22, Training Loss: 0.05887870069593191, Validation Loss: 0.05389935194569476
Epoch 23, Training Loss: 0.05863731455057859, Validation Loss: 0.05383098760948462
Epoch 24, Training Loss: 0.058600946329534054, Validation Loss: 0.053893089805747946
Epoch 25, Training Loss: 0.05831079982221127, Validation Loss: 0.053756135789787066
Epoch 26, Training Loss: 0.058152494318783284, Validation Loss: 0.05371890173238866
Epoch 27, Training Loss: 0.05798491224646568, Validation Loss: 0.05361875614114836
Epoch 28, Training Loss: 0.057806607782840726, Validation Loss: 0.05348511135169104
Epoch 29, Training Loss: 0.05769808126613498, Validation Loss: 0.053373543655171114
Epoch 30, Training Loss: 0.05763790018856525, Validation Loss: 0.05331308840244424
Epoch 31, Training Loss: 0.05736219558864832, Validation Loss: 0.05325890252111005
Epoch 32, Training Loss: 0.05721507042646408, Validation Loss: 0.053163377969872715
Epoch 33, Training Loss: 0.05719052169471979, Validation Loss: 0.05315884823600451
Epoch 34, Training Loss: 0.057055541053414344, Validation Loss: 0.05309369948272612
Epoch 35, Training Loss: 0.056941254660487176, Validation Loss: 0.0528894133281474
Epoch 36, Training Loss: 0.056950671169906854, Validation Loss: 0.05284077623019032
Epoch 37, Training Loss: 0.056699972189962866, Validation Loss: 0.05290862559980037
Epoch 38, Training Loss: 0.056569108199328186, Validation Loss: 0.052702728731959476
Epoch 39, Training Loss: 0.05652802119031548, Validation Loss: 0.052563413466308634
Epoch 40, Training Loss: 0.056386336665600535, Validation Loss: 0.0524629917653168
Epoch 41, Training Loss: 0.05634711693972349, Validation Loss: 0.05239786981951957
Epoch 42, Training Loss: 0.05620694149285555, Validation Loss: 0.05221682217191247
Epoch 43, Training Loss: 0.05613055998459458, Validation Loss: 0.052218323098678215
Epoch 44, Training Loss: 0.055976717602461576, Validation Loss: 0.052093432960557004
Epoch 45, Training Loss: 0.055815098751336334, Validation Loss: 0.051764872363385034
