Epoch 1, Training Loss: 0.09900492794811726, Validation Loss: 0.08236107449321185
Epoch 2, Training Loss: 0.08094218581914901, Validation Loss: 0.07979611731043049
Epoch 3, Training Loss: 0.07789645221084357, Validation Loss: 0.07869602097015754
Epoch 4, Training Loss: 0.07615033574402333, Validation Loss: 0.07636032370375652
Epoch 5, Training Loss: 0.07464845553040504, Validation Loss: 0.0738226853164972
Epoch 6, Training Loss: 0.07264723680913449, Validation Loss: 0.0701809402774362
Epoch 7, Training Loss: 0.07008726252242922, Validation Loss: 0.06644399683265124
Epoch 8, Training Loss: 0.06767619205638767, Validation Loss: 0.0639354696168619
Epoch 9, Training Loss: 0.06607977522537112, Validation Loss: 0.06113055282655884
Epoch 10, Training Loss: 0.06445603299885988, Validation Loss: 0.05788799893914485
Epoch 11, Training Loss: 0.06308202566578984, Validation Loss: 0.05668604067143272
Epoch 12, Training Loss: 0.06214783675968647, Validation Loss: 0.056422048777926205
Epoch 13, Training Loss: 0.06146055955439806, Validation Loss: 0.055798263891654855
Epoch 14, Training Loss: 0.061131081338971854, Validation Loss: 0.05587890386289241
Epoch 15, Training Loss: 0.060553727056831125, Validation Loss: 0.055611558039398754
Epoch 16, Training Loss: 0.060137760750949384, Validation Loss: 0.05522534039382841
Epoch 17, Training Loss: 0.059759138394147156, Validation Loss: 0.05520273262963576
Epoch 18, Training Loss: 0.05948214303702116, Validation Loss: 0.05481101565209089
Epoch 19, Training Loss: 0.059034815058112144, Validation Loss: 0.05461674198216083
Epoch 20, Training Loss: 0.05875630397349596, Validation Loss: 0.05447825110133957
Epoch 21, Training Loss: 0.05870174607262015, Validation Loss: 0.05441707109703737
Epoch 22, Training Loss: 0.05841152446344495, Validation Loss: 0.05424023193179393
Epoch 23, Training Loss: 0.0582377527654171, Validation Loss: 0.05406179184130594
Epoch 24, Training Loss: 0.05812181673943997, Validation Loss: 0.05420912583084667
Epoch 25, Training Loss: 0.057963144835084676, Validation Loss: 0.05409055407725129
Epoch 26, Training Loss: 0.05778618419542909, Validation Loss: 0.05391772325132407
Epoch 27, Training Loss: 0.057667351141571996, Validation Loss: 0.05393701251230988
Epoch 28, Training Loss: 0.0575480274669826, Validation Loss: 0.053760348800935
Epoch 29, Training Loss: 0.05739371145144105, Validation Loss: 0.05372085677934628
Epoch 30, Training Loss: 0.057152286544442175, Validation Loss: 0.05359140491368724
Epoch 31, Training Loss: 0.057020428217947484, Validation Loss: 0.05349513274781844
Epoch 32, Training Loss: 0.05694728108122945, Validation Loss: 0.0535408498025408
Epoch 33, Training Loss: 0.05686257177963853, Validation Loss: 0.05332127564093646
Epoch 34, Training Loss: 0.056787317879498006, Validation Loss: 0.05353648924067909
Epoch 35, Training Loss: 0.05667007446289062, Validation Loss: 0.05337459477139454
Epoch 36, Training Loss: 0.05660478079691529, Validation Loss: 0.053225314427240225
Epoch 37, Training Loss: 0.05657443167641759, Validation Loss: 0.05330730207702693
Epoch 38, Training Loss: 0.05646418644115329, Validation Loss: 0.0531978846765032
Epoch 39, Training Loss: 0.05631967632099986, Validation Loss: 0.053033208364949506
Epoch 40, Training Loss: 0.05625219443812966, Validation Loss: 0.05309168439285428
