Epoch 1, Training Loss: 0.25256359577178955, Validation Loss: 0.2996383607387543
Epoch 2, Training Loss: 0.25159382820129395, Validation Loss: 0.2985835671424866
Epoch 3, Training Loss: 0.250649094581604, Validation Loss: 0.29754701256752014
Epoch 4, Training Loss: 0.24971561133861542, Validation Loss: 0.2965269088745117
Epoch 5, Training Loss: 0.24879226088523865, Validation Loss: 0.2955211102962494
Epoch 6, Training Loss: 0.24788019061088562, Validation Loss: 0.29452064633369446
Epoch 7, Training Loss: 0.24697823822498322, Validation Loss: 0.2935151755809784
Epoch 8, Training Loss: 0.24607747793197632, Validation Loss: 0.29250580072402954
Epoch 9, Training Loss: 0.2451748251914978, Validation Loss: 0.29148489236831665
Epoch 10, Training Loss: 0.24426265060901642, Validation Loss: 0.29045602679252625
Epoch 11, Training Loss: 0.24333955347537994, Validation Loss: 0.28942567110061646
Epoch 12, Training Loss: 0.2424110323190689, Validation Loss: 0.2883988618850708
Epoch 13, Training Loss: 0.2414868175983429, Validation Loss: 0.2873714864253998
Epoch 14, Training Loss: 0.24057279527187347, Validation Loss: 0.28633973002433777
Epoch 15, Training Loss: 0.23966896533966064, Validation Loss: 0.28529688715934753
Epoch 16, Training Loss: 0.23875457048416138, Validation Loss: 0.28423526883125305
Epoch 17, Training Loss: 0.23782092332839966, Validation Loss: 0.2831636071205139
Epoch 18, Training Loss: 0.23686733841896057, Validation Loss: 0.2820807993412018
Epoch 19, Training Loss: 0.23589393496513367, Validation Loss: 0.28098827600479126
Epoch 20, Training Loss: 0.2349061369895935, Validation Loss: 0.27985680103302
Epoch 21, Training Loss: 0.2338912934064865, Validation Loss: 0.2786850929260254
Epoch 22, Training Loss: 0.23284102976322174, Validation Loss: 0.27746614813804626
Epoch 23, Training Loss: 0.2317449003458023, Validation Loss: 0.27619096636772156
Epoch 24, Training Loss: 0.23059536516666412, Validation Loss: 0.27484947443008423
Epoch 25, Training Loss: 0.22938750684261322, Validation Loss: 0.2734448313713074
Epoch 26, Training Loss: 0.22811652719974518, Validation Loss: 0.2719894051551819
Epoch 27, Training Loss: 0.2267998605966568, Validation Loss: 0.2704627215862274
Epoch 28, Training Loss: 0.2254205346107483, Validation Loss: 0.26886218786239624
Epoch 29, Training Loss: 0.22398145496845245, Validation Loss: 0.2671712040901184
Epoch 30, Training Loss: 0.22247318923473358, Validation Loss: 0.26540857553482056
Epoch 31, Training Loss: 0.22089415788650513, Validation Loss: 0.26357537508010864
Epoch 32, Training Loss: 0.21924152970314026, Validation Loss: 0.2616293430328369
Epoch 33, Training Loss: 0.21749038994312286, Validation Loss: 0.25956040620803833
Epoch 34, Training Loss: 0.21563321352005005, Validation Loss: 0.2573968172073364
Epoch 35, Training Loss: 0.21367822587490082, Validation Loss: 0.25510522723197937
Epoch 36, Training Loss: 0.21161329746246338, Validation Loss: 0.25267839431762695
Epoch 37, Training Loss: 0.2094254344701767, Validation Loss: 0.25008803606033325
Epoch 38, Training Loss: 0.20708443224430084, Validation Loss: 0.24729539453983307
Epoch 39, Training Loss: 0.2045627236366272, Validation Loss: 0.24430575966835022
Epoch 40, Training Loss: 0.20185619592666626, Validation Loss: 0.24109573662281036
Epoch 41, Training Loss: 0.19893470406532288, Validation Loss: 0.23768264055252075
Epoch 42, Training Loss: 0.19582468271255493, Validation Loss: 0.23403510451316833
Epoch 43, Training Loss: 0.19250869750976562, Validation Loss: 0.23015214502811432
Epoch 44, Training Loss: 0.18898773193359375, Validation Loss: 0.22600573301315308
Epoch 45, Training Loss: 0.18524804711341858, Validation Loss: 0.2216012179851532
Epoch 46, Training Loss: 0.1812984049320221, Validation Loss: 0.21694523096084595
Epoch 47, Training Loss: 0.17715802788734436, Validation Loss: 0.21202942728996277
Epoch 48, Training Loss: 0.17280927300453186, Validation Loss: 0.20690852403640747
Epoch 49, Training Loss: 0.16829828917980194, Validation Loss: 0.2015610784292221
Epoch 50, Training Loss: 0.1636372059583664, Validation Loss: 0.19602857530117035
Epoch 51, Training Loss: 0.158863365650177, Validation Loss: 0.19036948680877686
Epoch 52, Training Loss: 0.15405189990997314, Validation Loss: 0.1846730262041092
Epoch 53, Training Loss: 0.14930205047130585, Validation Loss: 0.17901726067066193
Epoch 54, Training Loss: 0.14470331370830536, Validation Loss: 0.17348523437976837
Epoch 55, Training Loss: 0.14032922685146332, Validation Loss: 0.16817259788513184
Epoch 56, Training Loss: 0.1363343745470047, Validation Loss: 0.16327013075351715
Epoch 57, Training Loss: 0.13289126753807068, Validation Loss: 0.1589539349079132
Epoch 58, Training Loss: 0.13016417622566223, Validation Loss: 0.15534739196300507
Epoch 59, Training Loss: 0.12823884189128876, Validation Loss: 0.1525304615497589
Epoch 60, Training Loss: 0.1271389126777649, Validation Loss: 0.1504986733198166
Epoch 61, Training Loss: 0.12678374350070953, Validation Loss: 0.14912539720535278
Epoch 62, Training Loss: 0.12694862484931946, Validation Loss: 0.14818131923675537
Epoch 63, Training Loss: 0.12728695571422577, Validation Loss: 0.14744003117084503
Epoch 64, Training Loss: 0.12748384475708008, Validation Loss: 0.14668765664100647
Epoch 65, Training Loss: 0.12729895114898682, Validation Loss: 0.14581383764743805
Epoch 66, Training Loss: 0.12663573026657104, Validation Loss: 0.1448238641023636
Epoch 67, Training Loss: 0.12554284930229187, Validation Loss: 0.14381742477416992
Epoch 68, Training Loss: 0.12419066578149796, Validation Loss: 0.14286832511425018
Epoch 69, Training Loss: 0.12271822243928909, Validation Loss: 0.1420687884092331
Epoch 70, Training Loss: 0.1212887242436409, Validation Loss: 0.14149366319179535
Epoch 71, Training Loss: 0.12003333121538162, Validation Loss: 0.14114908874034882
Epoch 72, Training Loss: 0.1190159022808075, Validation Loss: 0.14101450145244598
Epoch 73, Training Loss: 0.1182563528418541, Validation Loss: 0.14104385673999786
Epoch 74, Training Loss: 0.11772977560758591, Validation Loss: 0.14117108285427094
Epoch 75, Training Loss: 0.1174047589302063, Validation Loss: 0.14131000638008118
Epoch 76, Training Loss: 0.11719900369644165, Validation Loss: 0.14139299094676971
Epoch 77, Training Loss: 0.11704088002443314, Validation Loss: 0.14136818051338196
Epoch 78, Training Loss: 0.11688254773616791, Validation Loss: 0.14121055603027344
Epoch 79, Training Loss: 0.11669211089611053, Validation Loss: 0.14091844856739044
Epoch 80, Training Loss: 0.11645573377609253, Validation Loss: 0.14047794044017792
Epoch 81, Training Loss: 0.11615940928459167, Validation Loss: 0.13990448415279388
