Epoch 1, Training Loss: 0.10045508932322264, Validation Loss: 0.08382453272740047
Epoch 2, Training Loss: 0.08054051123559475, Validation Loss: 0.07963728042794209
Epoch 3, Training Loss: 0.0777861761674285, Validation Loss: 0.07771896629356871
Epoch 4, Training Loss: 0.0760344771668315, Validation Loss: 0.07526935374035555
Epoch 5, Training Loss: 0.07438435442745686, Validation Loss: 0.07347358164249682
Epoch 6, Training Loss: 0.07324511304497719, Validation Loss: 0.07137586804581623
Epoch 7, Training Loss: 0.0716159399971366, Validation Loss: 0.06834269950495046
Epoch 8, Training Loss: 0.06972094239667058, Validation Loss: 0.0658680207150824
Epoch 9, Training Loss: 0.06790764849632978, Validation Loss: 0.0633857212230271
Epoch 10, Training Loss: 0.0662461450882256, Validation Loss: 0.06172492793377708
Epoch 11, Training Loss: 0.065445625372231, Validation Loss: 0.060616019382780675
Epoch 12, Training Loss: 0.06456061474978923, Validation Loss: 0.06048400334867777
Epoch 13, Training Loss: 0.06430010242387653, Validation Loss: 0.05997818584243456
Epoch 14, Training Loss: 0.06366712432354689, Validation Loss: 0.059816449953644886
Epoch 15, Training Loss: 0.06321023365482688, Validation Loss: 0.05946403310871592
Epoch 16, Training Loss: 0.06288142578676342, Validation Loss: 0.059000255649580675
Epoch 17, Training Loss: 0.062336716447025535, Validation Loss: 0.05812014208412638
Epoch 18, Training Loss: 0.06171729490160942, Validation Loss: 0.05726430353288557
Epoch 19, Training Loss: 0.061285870149731636, Validation Loss: 0.0563464373642323
Epoch 20, Training Loss: 0.06075054373592138, Validation Loss: 0.055532369324389624
Epoch 21, Training Loss: 0.060146576147526505, Validation Loss: 0.05510222597741613
Epoch 22, Training Loss: 0.059861870370805266, Validation Loss: 0.05492795770074807
Epoch 23, Training Loss: 0.05942518536001444, Validation Loss: 0.054542407831724954
Epoch 24, Training Loss: 0.059140570443123576, Validation Loss: 0.05399556772089472
Epoch 25, Training Loss: 0.05886411795392633, Validation Loss: 0.05377620801913972
Epoch 26, Training Loss: 0.05866732539609074, Validation Loss: 0.05385243797711298
Epoch 27, Training Loss: 0.05817753296345472, Validation Loss: 0.05327868147515783
