Epoch 1, Training Loss: 0.09830445773899556, Validation Loss: 0.08057591669699725
Epoch 2, Training Loss: 0.07935168880969286, Validation Loss: 0.07743615905443828
Epoch 3, Training Loss: 0.07684090562164783, Validation Loss: 0.07591589569461112
Epoch 4, Training Loss: 0.07541373025625944, Validation Loss: 0.0738163859236474
Epoch 5, Training Loss: 0.0742164034768939, Validation Loss: 0.07175930647873412
Epoch 6, Training Loss: 0.07298377510160207, Validation Loss: 0.07028696379240822
Epoch 7, Training Loss: 0.07137164046987891, Validation Loss: 0.06750927587934569
Epoch 8, Training Loss: 0.06962145570665598, Validation Loss: 0.06564197572422963
Epoch 9, Training Loss: 0.06830253794789315, Validation Loss: 0.06415155471539964
Epoch 10, Training Loss: 0.06678346542641521, Validation Loss: 0.06194984759478008
Epoch 11, Training Loss: 0.0652294161170721, Validation Loss: 0.06034249249918788
Epoch 12, Training Loss: 0.06420970257371664, Validation Loss: 0.05974647592680127
Epoch 13, Training Loss: 0.06355313252657652, Validation Loss: 0.05845137758582246
Epoch 14, Training Loss: 0.06259889347478748, Validation Loss: 0.05684834273130286
Epoch 15, Training Loss: 0.06181294487789273, Validation Loss: 0.056227616235321645
Epoch 16, Training Loss: 0.061172337271273136, Validation Loss: 0.05571224051071148
Epoch 17, Training Loss: 0.06061428846791386, Validation Loss: 0.055034798515193606
Epoch 18, Training Loss: 0.06022564670071006, Validation Loss: 0.055018350189807365
Epoch 19, Training Loss: 0.060004326459020374, Validation Loss: 0.054544271353413075
Epoch 20, Training Loss: 0.05945965897291899, Validation Loss: 0.054283172768705035
Epoch 21, Training Loss: 0.05925060730427503, Validation Loss: 0.05429856289251178
Epoch 22, Training Loss: 0.05901721144095063, Validation Loss: 0.053971947189055236
Epoch 23, Training Loss: 0.058744989614933726, Validation Loss: 0.05388240392009417
Epoch 24, Training Loss: 0.05858313802629709, Validation Loss: 0.05390077055084939
Epoch 25, Training Loss: 0.05838263863697648, Validation Loss: 0.05380390745167639
Epoch 26, Training Loss: 0.05813875678926706, Validation Loss: 0.05344364222358255
Epoch 27, Training Loss: 0.057930616475641725, Validation Loss: 0.053244775051579755
Epoch 28, Training Loss: 0.05781196651980281, Validation Loss: 0.05307792506965937
Epoch 29, Training Loss: 0.057569709941744804, Validation Loss: 0.05250480807587212
Epoch 30, Training Loss: 0.05722528560087085, Validation Loss: 0.05214679197353475
Epoch 31, Training Loss: 0.056704628802835944, Validation Loss: 0.0511379173281146
Epoch 32, Training Loss: 0.056254912335425615, Validation Loss: 0.050375275679078756
Epoch 33, Training Loss: 0.05575445219874382, Validation Loss: 0.05001602153859887
Epoch 34, Training Loss: 0.055544157177209855, Validation Loss: 0.04967455324881217
Epoch 35, Training Loss: 0.05521316550672054, Validation Loss: 0.04962045283002012
Epoch 36, Training Loss: 0.05510293232277036, Validation Loss: 0.049250801915631574
Epoch 37, Training Loss: 0.05471433693543076, Validation Loss: 0.04930627725872339
Epoch 38, Training Loss: 0.05460177404806018, Validation Loss: 0.0490504997764148
Epoch 39, Training Loss: 0.05440040593966842, Validation Loss: 0.04874109754375383
Epoch 40, Training Loss: 0.05428279781714082, Validation Loss: 0.04877487591960851
Epoch 41, Training Loss: 0.054089693296700714, Validation Loss: 0.04840212775503888
Epoch 42, Training Loss: 0.05396876124665141, Validation Loss: 0.048545150488030674
Epoch 43, Training Loss: 0.053866852298378946, Validation Loss: 0.04850273236047988
Epoch 44, Training Loss: 0.053867947310209274, Validation Loss: 0.04825945753677219
Epoch 45, Training Loss: 0.053676977138966325, Validation Loss: 0.048328002732174066
Epoch 46, Training Loss: 0.053503942005336286, Validation Loss: 0.048330528113771885
Epoch 47, Training Loss: 0.05340462531894445, Validation Loss: 0.04792045246736676
Epoch 48, Training Loss: 0.05327523712068796, Validation Loss: 0.04811672486510931
Epoch 49, Training Loss: 0.05319052830338478, Validation Loss: 0.04768176070030998
Epoch 50, Training Loss: 0.05312462782487273, Validation Loss: 0.04789560609588436
Epoch 51, Training Loss: 0.05291710821911692, Validation Loss: 0.047674445325837415
Epoch 52, Training Loss: 0.05273463254794478, Validation Loss: 0.047585999629661146
Epoch 53, Training Loss: 0.052781139649450776, Validation Loss: 0.047463574172819364
Epoch 54, Training Loss: 0.052738035563379526, Validation Loss: 0.04735518619418144
Epoch 55, Training Loss: 0.05261734876781702, Validation Loss: 0.04720199349171975
Epoch 56, Training Loss: 0.05238712329417467, Validation Loss: 0.0470609083479526
Epoch 57, Training Loss: 0.05230915442109108, Validation Loss: 0.04693542391646142
Epoch 58, Training Loss: 0.05224813714623451, Validation Loss: 0.04702818605537508
Epoch 59, Training Loss: 0.052182266525924205, Validation Loss: 0.046880861999941806
Epoch 60, Training Loss: 0.052083462662994864, Validation Loss: 0.04674145981085067
Epoch 61, Training Loss: 0.05191949315369129, Validation Loss: 0.046455055475234985
Epoch 62, Training Loss: 0.051806970201432705, Validation Loss: 0.04641769220139466
Epoch 63, Training Loss: 0.05170269653201103, Validation Loss: 0.04628054242508084
Epoch 64, Training Loss: 0.051553035080432894, Validation Loss: 0.046151673823010685
Epoch 65, Training Loss: 0.05148524947464466, Validation Loss: 0.04586256529186286
Epoch 66, Training Loss: 0.05133681908249855, Validation Loss: 0.045706270956525616
Epoch 67, Training Loss: 0.05140008835121989, Validation Loss: 0.04576860908784118
Epoch 68, Training Loss: 0.05114632675424218, Validation Loss: 0.045497246232687256
Epoch 69, Training Loss: 0.05106150319799781, Validation Loss: 0.04536218919298228
Epoch 70, Training Loss: 0.05087812373414636, Validation Loss: 0.04518421140371585
Epoch 71, Training Loss: 0.05081080563366413, Validation Loss: 0.04515713562860208
Epoch 72, Training Loss: 0.05072022799402475, Validation Loss: 0.04503416028969428
Epoch 73, Training Loss: 0.05060788664966822, Validation Loss: 0.04482760419156037
Epoch 74, Training Loss: 0.050599519610404965, Validation Loss: 0.04487475906224812
Epoch 75, Training Loss: 0.05042651318013668, Validation Loss: 0.04469066354281762
Epoch 76, Training Loss: 0.05036704512313008, Validation Loss: 0.044572653796742946
